account_id,company_size,industry,region,plan_type,signup_date,monthly_revenue
A01499,small_business,education,North America,pro,2024-11-03,24
A01500,small_business,media,Europe,free,2025-04-19,0
A01501,small_business,ecommerce,Asia,pro,2024-02-29,48
A01502,solo,tech_startup,Europe,free,2025-03-02,0
A01503,small_business,marketing_agency,Asia,team,2025-07-24,90
A01504,mid_market,education,Europe,team,2025-02-01,240
A01505,solo,real_estate,Europe,free,2024-09-18,0
A01506,small_business,tech_startup,Asia,free,2024-07-27,0
A01507,solo,marketing_agency,Asia,free,2024-12-04,0
A01508,small_business,ecommerce,Europe,pro,2025-10-24,12
A01509,small_business,marketing_agency,Europe,pro,2025-04-05,36
A01510,small_business,tech_startup,North America,team,2024-04-04,90
A01511,small_business,ecommerce,North America,free,2024-02-22,0
A01512,small_business,media,North America,pro,2024-10-01,48
A01513,mid_market,tech_startup,Europe,team,2025-11-20,180
A01514,small_business,marketing_agency,Asia,pro,2024-03-15,24
A01515,small_business,education,Asia,team,2026-02-18,90
A01516,small_business,marketing_agency,Europe,pro,2025-05-05,24
A01517,solo,media,Europe,free,2024-12-06,0
A01518,solo,marketing_agency,Latin America,free,2024-11-06,0
A01519,solo,education,North America,free,2024-01-16,0
A01520,solo,real_estate,Europe,free,2024-08-04,0
A01521,small_business,tech_startup,North America,pro,2024-07-13,12
A01522,solo,education,Asia,free,2026-02-03,0
A01523,small_business,ecommerce,North America,team,2026-02-11,150
A01524,solo,real_estate,North America,pro,2024-09-05,24
A01525,solo,tech_startup,North America,pro,2025-02-10,24
A01526,small_business,media,North America,team,2025-07-19,120
A01527,solo,ecommerce,Europe,free,2026-03-05,0
A01528,solo,tech_startup,Latin America,free,2024-10-16,0
A01529,mid_market,real_estate,North America,team,2025-01-24,450
A01530,small_business,tech_startup,North America,pro,2025-06-30,36
A01531,solo,ecommerce,North America,pro,2024-11-11,36
A01532,mid_market,media,Europe,team,2025-01-03,450
A01533,solo,marketing_agency,North America,pro,2025-04-22,12
A01534,small_business,ecommerce,North America,free,2026-01-09,0
A01535,small_business,tech_startup,Europe,team,2025-04-25,120
A01536,small_business,marketing_agency,North America,team,2024-07-27,120
A01537,small_business,ecommerce,Europe,pro,2024-11-16,48
A01538,small_business,tech_startup,Europe,pro,2024-02-16,24
A01539,solo,ecommerce,North America,free,2026-01-29,0
A01540,small_business,media,North America,team,2024-05-29,60
A01541,solo,marketing_agency,North America,free,2024-09-24,0
A01542,solo,education,North America,pro,2025-07-20,48
A01543,solo,ecommerce,North America,pro,2024-10-29,24
A01544,solo,tech_startup,Europe,free,2024-07-19,0
A01545,small_business,ecommerce,North America,pro,2024-12-03,24
A01546,small_business,ecommerce,North America,team,2025-01-23,90
A01547,solo,tech_startup,Asia,free,2025-05-26,0
A01548,solo,ecommerce,Europe,pro,2025-07-17,36
A01549,small_business,tech_startup,Europe,free,2024-09-20,0
A01550,solo,tech_startup,North America,free,2026-02-20,0
A01551,small_business,marketing_agency,Latin America,pro,2025-05-15,48
A01552,solo,tech_startup,North America,free,2025-04-16,0
A01553,small_business,ecommerce,Europe,free,2024-06-21,0
A01554,small_business,marketing_agency,Asia,team,2026-01-20,120
A01555,solo,marketing_agency,North America,free,2024-06-22,0
A01556,small_business,media,North America,pro,2024-05-23,48
A01557,solo,real_estate,North America,pro,2024-07-07,12
A01558,small_business,marketing_agency,Europe,team,2025-06-20,60
A01559,small_business,ecommerce,North America,team,2024-03-17,60
A01560,small_business,real_estate,Asia,team,2026-02-21,60
A01561,mid_market,ecommerce,Europe,team,2025-02-26,240
A01562,small_business,real_estate,North America,team,2025-10-07,90
A01563,small_business,ecommerce,Europe,free,2024-03-10,0
A01564,solo,ecommerce,North America,free,2025-12-25,0
A01565,small_business,media,Asia,pro,2024-06-03,12
A01566,solo,tech_startup,North America,pro,2024-08-11,48
A01567,mid_market,education,Latin America,pro,2025-01-17,12
A01568,solo,real_estate,North America,pro,2025-09-24,48
A01569,solo,real_estate,Europe,pro,2025-11-06,48
A01570,solo,marketing_agency,Asia,free,2024-01-17,0
A01571,mid_market,real_estate,Asia,team,2024-01-07,450
A01572,solo,real_estate,Asia,free,2024-01-13,0
A01573,mid_market,education,North America,team,2024-01-18,300
A01574,mid_market,marketing_agency,Asia,team,2025-07-02,300
A01575,small_business,ecommerce,Asia,pro,2024-01-18,48
A01576,small_business,education,Europe,team,2024-07-02,60
A01577,small_business,education,North America,pro,2024-04-08,24
A01578,small_business,tech_startup,North America,pro,2024-09-03,24
A01579,small_business,marketing_agency,North America,team,2025-09-26,120
A01580,small_business,real_estate,Europe,free,2024-12-28,0
A01581,small_business,education,Europe,pro,2024-09-30,48
A01582,solo,ecommerce,Latin America,free,2024-03-21,0
A01583,small_business,ecommerce,North America,pro,2025-01-17,48
A01584,small_business,education,North America,pro,2025-04-15,24
A01585,solo,ecommerce,Europe,free,2025-12-14,0
A01586,solo,real_estate,Europe,pro,2024-08-19,36
A01587,small_business,ecommerce,North America,team,2025-12-01,60
A01588,small_business,media,North America,pro,2025-10-31,12
A01589,solo,real_estate,Latin America,pro,2024-04-05,48
A01590,small_business,education,Latin America,pro,2025-01-23,48
A01591,solo,education,North America,free,2025-07-19,0
A01592,small_business,real_estate,North America,free,2025-05-02,0
A01593,small_business,tech_startup,Europe,pro,2024-02-27,12
A01594,mid_market,tech_startup,North America,pro,2025-12-20,24
A01595,small_business,tech_startup,Latin America,team,2024-03-25,150
A01596,small_business,education,North America,pro,2025-03-20,36
A01597,small_business,real_estate,Europe,pro,2025-08-02,12
A01598,solo,real_estate,North America,free,2025-06-24,0
A01599,small_business,media,Latin America,pro,2024-02-13,24
A01600,small_business,marketing_agency,North America,team,2024-08-04,150
A01601,small_business,tech_startup,North America,team,2024-10-04,60
A01602,solo,tech_startup,North America,free,2024-03-17,0
A01603,small_business,tech_startup,North America,pro,2025-12-01,36
A01604,mid_market,marketing_agency,North America,team,2025-07-10,180
A01605,small_business,tech_startup,Asia,pro,2024-07-02,36
A01606,mid_market,education,North America,team,2024-01-17,240
A01607,small_business,ecommerce,Latin America,team,2025-08-24,90
A01608,solo,real_estate,Asia,pro,2026-02-09,48
A01609,mid_market,education,Asia,team,2024-03-19,300
A01610,small_business,ecommerce,North America,pro,2024-06-15,24
A01611,solo,ecommerce,Asia,free,2025-08-03,0
A01612,small_business,education,Latin America,pro,2025-02-02,36
A01613,solo,real_estate,Asia,pro,2025-01-28,24
A01614,small_business,marketing_agency,Latin America,free,2025-12-06,0
A01615,small_business,marketing_agency,North America,pro,2026-01-11,12
A01616,solo,media,Latin America,free,2025-05-27,0
A01617,mid_market,ecommerce,Europe,pro,2026-02-02,36
A01618,mid_market,media,Europe,team,2024-02-24,180
A01619,small_business,tech_startup,Asia,team,2025-03-23,90
A01620,small_business,ecommerce,Europe,free,2024-03-18,0
A01621,small_business,education,Europe,free,2024-12-14,0
A01622,solo,education,Latin America,free,2025-09-11,0
A01623,small_business,media,Europe,pro,2026-02-26,48
A01624,small_business,ecommerce,Latin America,free,2026-03-03,0
A01625,small_business,ecommerce,North America,team,2024-11-30,60
A01626,solo,ecommerce,Europe,free,2025-10-11,0
A01627,solo,tech_startup,Asia,pro,2024-10-06,48
A01628,mid_market,media,North America,team,2025-05-17,240
A01629,mid_market,media,Europe,pro,2024-12-30,48
A01630,mid_market,media,Latin America,pro,2025-03-18,24
A01631,solo,ecommerce,Asia,free,2025-11-27,0
A01632,solo,tech_startup,North America,pro,2025-08-22,48
A01633,small_business,tech_startup,Europe,team,2024-03-28,120
A01634,mid_market,ecommerce,North America,team,2024-09-09,180
A01635,small_business,tech_startup,Europe,pro,2024-03-25,36
A01636,solo,tech_startup,Latin America,free,2024-06-06,0
A01637,small_business,ecommerce,Europe,pro,2025-01-24,24
A01638,solo,education,North America,free,2026-01-27,0
A01639,small_business,ecommerce,Asia,pro,2025-02-02,36
A01640,small_business,ecommerce,Asia,team,2025-01-04,60
A01641,solo,marketing_agency,North America,pro,2024-04-03,12
A01642,solo,marketing_agency,Europe,pro,2024-11-11,48
A01643,small_business,education,Europe,free,2025-01-03,0
A01644,solo,tech_startup,North America,pro,2026-02-18,36
A01645,mid_market,marketing_agency,North America,team,2024-04-14,240
A01646,mid_market,tech_startup,Asia,pro,2024-03-30,24
A01647,small_business,marketing_agency,Europe,free,2025-03-17,0
A01648,solo,media,Europe,free,2025-04-04,0
A01649,small_business,tech_startup,Asia,pro,2025-07-24,48
A01650,solo,marketing_agency,Latin America,pro,2024-04-15,12
A01651,small_business,real_estate,North America,team,2024-04-01,120
A01652,small_business,ecommerce,North America,pro,2025-07-21,12
A01653,mid_market,marketing_agency,Asia,team,2025-09-03,300
A01654,solo,ecommerce,North America,pro,2025-01-29,12
A01655,solo,marketing_agency,Europe,pro,2024-10-25,48
A01656,solo,marketing_agency,Europe,free,2025-02-01,0
A01657,mid_market,ecommerce,Asia,team,2026-03-08,180
A01658,small_business,media,North America,free,2026-01-12,0
A01659,small_business,education,Europe,pro,2025-07-26,24
A01660,mid_market,real_estate,North America,team,2025-08-08,240
A01661,small_business,media,Europe,team,2025-12-02,150
A01662,solo,marketing_agency,Asia,pro,2024-06-22,24
A01663,small_business,tech_startup,North America,team,2024-10-02,120
A01664,solo,ecommerce,North America,free,2024-10-01,0
A01665,solo,marketing_agency,North America,free,2025-05-19,0
A01666,small_business,education,North America,pro,2024-05-29,12
A01667,mid_market,media,North America,team,2024-06-20,450
A01668,solo,ecommerce,North America,pro,2024-10-09,48
A01669,solo,ecommerce,North America,pro,2024-11-02,48
A01670,small_business,marketing_agency,Europe,pro,2026-03-12,12
A01671,small_business,marketing_agency,Asia,pro,2025-01-04,36
A01672,small_business,ecommerce,North America,pro,2024-09-09,48
A01673,small_business,ecommerce,Asia,pro,2025-08-31,24
A01674,small_business,tech_startup,Europe,pro,2025-04-13,12
A01675,small_business,marketing_agency,Asia,pro,2024-05-18,36
A01676,small_business,media,North America,pro,2024-01-07,48
A01677,small_business,tech_startup,Latin America,pro,2024-12-06,48
A01678,small_business,tech_startup,North America,pro,2024-12-03,48
A01679,small_business,tech_startup,Asia,pro,2024-12-08,48
A01680,solo,education,North America,free,2025-10-28,0
A01681,small_business,ecommerce,Asia,pro,2025-08-31,24
A01682,small_business,ecommerce,North America,free,2024-11-03,0
A01683,mid_market,tech_startup,Europe,pro,2024-11-24,24
A01684,mid_market,marketing_agency,North America,team,2025-05-05,300
A01685,mid_market,ecommerce,North America,team,2024-06-30,450
A01686,solo,ecommerce,Europe,pro,2024-11-22,36
A01687,small_business,tech_startup,Europe,free,2026-01-22,0
A01688,mid_market,marketing_agency,North America,team,2025-12-12,450
A01689,solo,ecommerce,North America,free,2025-08-12,0
A01690,mid_market,real_estate,Latin America,team,2026-03-11,240
A01691,solo,ecommerce,North America,free,2024-11-29,0
A01692,small_business,tech_startup,Latin America,pro,2025-01-20,36
A01693,mid_market,marketing_agency,North America,team,2025-02-06,300
A01694,small_business,ecommerce,North America,pro,2024-04-26,24
A01695,small_business,education,Latin America,free,2025-08-29,0
A01696,small_business,education,Europe,pro,2025-07-12,24
A01697,small_business,tech_startup,Latin America,team,2025-11-29,60
A01698,mid_market,real_estate,Asia,team,2026-01-14,450
A01699,small_business,marketing_agency,Europe,pro,2025-12-26,24
A01700,mid_market,marketing_agency,North America,team,2025-03-24,300
A01701,solo,ecommerce,North America,free,2025-12-10,0
A01702,small_business,media,Asia,pro,2024-03-11,48
A01703,solo,marketing_agency,Asia,free,2025-11-20,0
A01704,solo,media,Europe,free,2025-05-26,0
A01705,solo,tech_startup,Asia,pro,2024-05-22,36
A01706,small_business,education,Latin America,team,2024-09-04,120
A01707,solo,tech_startup,North America,free,2025-11-05,0
A01708,small_business,marketing_agency,Latin America,free,2024-06-06,0
A01709,small_business,tech_startup,Latin America,free,2026-01-02,0
A01710,small_business,real_estate,North America,team,2025-03-09,150
A01711,mid_market,ecommerce,North America,pro,2024-03-16,48
A01712,mid_market,ecommerce,North America,team,2025-09-04,450
A01713,small_business,ecommerce,North America,team,2025-08-19,150
A01714,mid_market,media,North America,team,2025-07-01,450
A01715,small_business,marketing_agency,Latin America,pro,2025-07-10,12
A01716,solo,tech_startup,Latin America,free,2025-01-03,0
A01717,small_business,marketing_agency,North America,free,2025-12-19,0
A01718,small_business,tech_startup,Europe,free,2025-07-03,0
A01719,small_business,marketing_agency,Asia,pro,2025-08-31,12
A01720,solo,ecommerce,Asia,free,2024-04-21,0
A01721,small_business,ecommerce,North America,pro,2026-02-26,24
A01722,mid_market,tech_startup,North America,team,2025-11-04,300
A01723,solo,education,Europe,pro,2024-06-19,12
A01724,mid_market,marketing_agency,Europe,team,2025-07-30,450
A01725,mid_market,ecommerce,North America,team,2026-02-09,300
A01726,solo,ecommerce,North America,pro,2025-03-16,12
A01727,solo,ecommerce,North America,pro,2024-01-11,12
A01728,mid_market,education,North America,team,2024-09-21,240
A01729,solo,ecommerce,North America,free,2025-06-06,0
A01730,small_business,tech_startup,Europe,pro,2026-02-03,24
A01731,mid_market,ecommerce,North America,team,2025-04-01,300
A01732,small_business,ecommerce,North America,pro,2025-02-04,48
A01733,small_business,real_estate,North America,free,2026-03-01,0
A01734,small_business,ecommerce,Latin America,pro,2025-11-26,24
A01735,solo,media,Europe,free,2024-12-19,0
A01736,mid_market,tech_startup,Europe,pro,2024-01-26,48
A01737,small_business,media,North America,pro,2024-04-17,36
A01738,mid_market,ecommerce,Asia,team,2025-03-01,180
A01739,small_business,ecommerce,Asia,pro,2024-04-28,24
A01740,small_business,media,Asia,team,2024-12-22,120
A01741,small_business,marketing_agency,Latin America,pro,2024-12-17,48
A01742,solo,ecommerce,Asia,free,2024-07-30,0
A01743,small_business,education,North America,pro,2025-06-17,48
A01744,solo,marketing_agency,Europe,free,2024-12-22,0
A01745,small_business,tech_startup,Asia,free,2025-05-02,0
A01746,solo,education,Latin America,pro,2024-04-09,48
A01747,mid_market,marketing_agency,North America,team,2026-01-09,450
A01748,solo,ecommerce,Latin America,free,2024-11-22,0
A01749,solo,ecommerce,Latin America,pro,2024-03-09,36
A01750,small_business,tech_startup,North America,pro,2024-02-15,12
A01751,solo,ecommerce,Asia,pro,2024-01-24,36
A01752,small_business,marketing_agency,Europe,free,2025-10-25,0
A01753,solo,ecommerce,North America,pro,2024-04-21,24
A01754,solo,ecommerce,Europe,pro,2026-01-28,24
A01755,solo,ecommerce,North America,pro,2025-06-12,24
A01756,small_business,tech_startup,Latin America,team,2025-07-19,90
A01757,small_business,education,North America,team,2024-12-04,150
A01758,small_business,ecommerce,Europe,pro,2025-04-18,24
A01759,small_business,real_estate,North America,team,2025-02-18,90
A01760,solo,education,Europe,pro,2024-07-09,48
A01761,small_business,marketing_agency,Europe,free,2025-02-09,0
A01762,mid_market,marketing_agency,Asia,pro,2024-01-30,24
A01763,solo,education,Asia,free,2025-04-05,0
A01764,mid_market,education,Europe,pro,2025-08-29,48
A01765,mid_market,marketing_agency,Asia,team,2025-02-02,180
A01766,mid_market,education,Europe,team,2025-12-22,240
A01767,solo,real_estate,North America,free,2024-07-29,0
A01768,solo,ecommerce,North America,free,2024-10-12,0
A01769,small_business,ecommerce,Europe,free,2026-02-09,0
A01770,small_business,real_estate,Europe,pro,2025-12-21,12
A01771,solo,media,North America,free,2025-08-14,0
A01772,small_business,ecommerce,Europe,pro,2024-04-14,24
A01773,solo,ecommerce,North America,pro,2025-01-09,36
A01774,small_business,ecommerce,North America,pro,2024-07-20,48
A01775,mid_market,ecommerce,North America,team,2024-04-26,300
A01776,solo,ecommerce,Latin America,pro,2025-11-17,48
A01777,solo,ecommerce,North America,free,2025-06-24,0
A01778,mid_market,marketing_agency,Asia,team,2025-10-16,300
A01779,small_business,ecommerce,Europe,team,2025-09-03,150
A01780,mid_market,ecommerce,Europe,team,2025-09-17,450
A01781,mid_market,ecommerce,Europe,team,2025-08-24,180
A01782,small_business,education,North America,pro,2024-12-22,36
A01783,solo,tech_startup,North America,free,2025-04-13,0
A01784,small_business,ecommerce,Europe,pro,2025-09-24,24
A01785,mid_market,real_estate,Europe,pro,2025-11-20,36
A01786,mid_market,ecommerce,Asia,team,2025-09-21,180
A01787,mid_market,media,Asia,pro,2025-11-19,24
A01788,small_business,real_estate,Asia,free,2024-11-16,0
A01789,mid_market,tech_startup,North America,team,2024-04-30,240
A01790,small_business,education,North America,pro,2024-11-08,12
A01791,small_business,marketing_agency,Europe,pro,2024-07-06,36
A01792,small_business,ecommerce,Asia,pro,2025-12-11,24
A01793,solo,marketing_agency,Europe,pro,2025-06-07,48
A01794,small_business,media,North America,pro,2025-03-04,24
A01795,mid_market,media,North America,team,2025-08-11,450
A01796,solo,marketing_agency,Asia,pro,2025-03-09,24
A01797,solo,tech_startup,Europe,free,2025-05-13,0
A01798,small_business,real_estate,Europe,pro,2025-10-12,24
A01799,small_business,ecommerce,Asia,pro,2025-07-22,24
A01800,solo,media,Latin America,pro,2025-05-16,36
A01801,small_business,ecommerce,Europe,free,2024-05-23,0
A01802,mid_market,ecommerce,North America,team,2024-07-10,300
A01803,small_business,media,Europe,free,2025-04-06,0
A01804,solo,education,North America,pro,2025-09-26,12
A01805,small_business,media,Latin America,team,2025-01-02,60
A01806,mid_market,marketing_agency,North America,team,2025-05-11,240
A01807,mid_market,tech_startup,Asia,pro,2024-07-18,48
A01808,mid_market,education,North America,team,2025-07-29,450
A01809,solo,real_estate,North America,free,2025-02-22,0
A01810,small_business,tech_startup,Europe,pro,2025-12-02,48
A01811,mid_market,tech_startup,North America,team,2025-03-01,450
A01812,solo,ecommerce,Europe,pro,2025-05-15,24
A01813,solo,tech_startup,Asia,pro,2024-03-25,12
A01814,solo,tech_startup,North America,pro,2026-02-18,24
A01815,solo,ecommerce,Asia,free,2024-10-26,0
A01816,solo,ecommerce,Europe,free,2024-02-03,0
A01817,mid_market,ecommerce,North America,team,2024-10-08,240
A01818,small_business,marketing_agency,North America,team,2025-07-04,120
A01819,small_business,ecommerce,North America,team,2024-06-21,150
A01820,solo,ecommerce,Asia,pro,2025-08-02,48
A01821,small_business,ecommerce,North America,pro,2025-07-16,12
A01822,solo,education,Europe,free,2025-08-09,0
A01823,mid_market,tech_startup,Asia,pro,2024-04-26,36
A01824,solo,education,North America,pro,2026-03-04,36
A01825,solo,education,North America,pro,2025-07-09,12
A01826,solo,education,North America,pro,2026-02-17,48
A01827,solo,tech_startup,Asia,free,2025-07-13,0
A01828,small_business,ecommerce,Latin America,pro,2024-08-11,48
A01829,solo,marketing_agency,North America,pro,2024-04-14,24
A01830,solo,real_estate,North America,pro,2024-10-31,12
A01831,solo,education,Europe,pro,2025-04-05,36
A01832,solo,ecommerce,North America,pro,2024-12-22,12
A01833,solo,real_estate,North America,pro,2025-03-25,12
A01834,mid_market,education,North America,pro,2026-03-05,24
A01835,solo,marketing_agency,Europe,free,2024-08-02,0
A01836,mid_market,marketing_agency,Europe,team,2026-01-25,300
A01837,small_business,marketing_agency,Europe,pro,2025-12-28,48
A01838,small_business,tech_startup,North America,free,2024-06-18,0
A01839,small_business,real_estate,North America,team,2025-09-22,90
A01840,mid_market,tech_startup,North America,team,2024-07-30,240
A01841,small_business,education,Europe,team,2024-03-01,120
A01842,small_business,marketing_agency,Europe,pro,2025-06-29,36
A01843,solo,tech_startup,Europe,pro,2025-09-03,24
A01844,solo,real_estate,North America,free,2024-11-27,0
A01845,small_business,marketing_agency,Europe,free,2025-12-21,0
A01846,small_business,ecommerce,Latin America,pro,2024-10-26,36
A01847,small_business,marketing_agency,North America,team,2025-08-09,120
A01848,solo,education,Europe,free,2025-06-10,0
A01849,mid_market,education,North America,pro,2025-11-26,12
A01850,solo,tech_startup,Europe,free,2024-05-18,0
A01851,solo,media,Europe,free,2026-02-07,0
A01852,small_business,ecommerce,Europe,team,2025-02-25,60
A01853,solo,real_estate,North America,free,2024-10-10,0
A01854,solo,tech_startup,Europe,free,2025-11-02,0
A01855,solo,ecommerce,North America,pro,2024-05-09,24
A01856,solo,media,North America,free,2024-09-12,0
A01857,small_business,marketing_agency,North America,pro,2024-05-29,36
A01858,small_business,media,North America,pro,2024-09-10,48
A01859,solo,ecommerce,North America,pro,2025-05-16,24
A01860,solo,marketing_agency,North America,free,2025-08-14,0
A01861,small_business,ecommerce,North America,pro,2025-10-09,36
A01862,solo,media,Europe,free,2025-10-04,0
A01863,small_business,ecommerce,Europe,pro,2025-02-28,48
A01864,solo,real_estate,Asia,pro,2025-04-07,12
A01865,small_business,marketing_agency,North America,pro,2025-10-10,12
A01866,small_business,marketing_agency,Latin America,pro,2025-02-16,36
A01867,small_business,marketing_agency,Asia,pro,2025-12-12,36
A01868,small_business,marketing_agency,Asia,free,2025-04-10,0
A01869,mid_market,education,North America,team,2025-05-14,300
A01870,small_business,ecommerce,Asia,pro,2025-08-18,12
A01871,solo,ecommerce,North America,free,2026-03-03,0
A01872,small_business,media,North America,team,2026-01-20,60
A01873,small_business,tech_startup,North America,pro,2026-01-18,48
A01874,solo,real_estate,Asia,free,2025-10-12,0
A01875,solo,tech_startup,North America,pro,2025-11-11,36
A01876,small_business,tech_startup,North America,free,2024-03-05,0
A01877,small_business,tech_startup,North America,pro,2025-07-01,48
A01878,small_business,tech_startup,Asia,team,2024-08-11,150
A01879,solo,ecommerce,Europe,pro,2024-08-04,48
A01880,solo,marketing_agency,Asia,free,2024-10-01,0
A01881,small_business,education,Europe,pro,2024-11-26,36
A01882,small_business,real_estate,Europe,pro,2024-12-11,24
A01883,small_business,marketing_agency,North America,free,2025-08-02,0
A01884,solo,education,Asia,pro,2025-05-11,36
A01885,small_business,marketing_agency,North America,pro,2025-11-29,12
A01886,solo,ecommerce,Europe,pro,2024-02-17,12
A01887,solo,ecommerce,Asia,free,2025-10-03,0
A01888,mid_market,media,Latin America,team,2025-04-15,180
A01889,small_business,education,Europe,pro,2024-05-07,24
A01890,solo,education,Europe,pro,2025-03-27,48
A01891,small_business,media,North America,pro,2024-01-01,48
A01892,small_business,tech_startup,Latin America,free,2024-07-26,0
A01893,mid_market,ecommerce,North America,team,2025-12-06,240
A01894,solo,media,North America,free,2025-10-27,0
A01895,small_business,media,Latin America,pro,2024-11-05,24
A01896,small_business,marketing_agency,North America,free,2024-10-07,0
A01897,small_business,media,North America,pro,2024-04-05,36
A01898,small_business,ecommerce,North America,team,2024-09-13,60
A01899,small_business,tech_startup,North America,team,2025-01-15,90
A01900,solo,ecommerce,Latin America,free,2024-02-23,0
A01901,small_business,ecommerce,Europe,team,2025-02-09,120
A01902,solo,media,North America,pro,2026-01-13,24
A01903,solo,ecommerce,North America,free,2025-03-15,0
A01904,mid_market,marketing_agency,North America,team,2025-11-02,180
A01905,solo,media,Latin America,free,2025-12-21,0
A01906,mid_market,real_estate,North America,team,2024-04-07,180
A01907,small_business,real_estate,Asia,pro,2024-08-06,48
A01908,mid_market,media,Europe,team,2024-03-20,240
A01909,solo,tech_startup,Europe,free,2025-08-30,0
A01910,solo,real_estate,North America,free,2024-08-19,0
A01911,small_business,marketing_agency,North America,pro,2025-06-15,48
A01912,solo,media,Europe,free,2024-01-10,0
A01913,solo,real_estate,North America,free,2024-01-09,0
A01914,solo,tech_startup,Asia,pro,2025-12-13,36
A01915,small_business,media,Europe,pro,2024-05-03,48
A01916,solo,real_estate,Asia,free,2025-12-11,0
A01917,small_business,marketing_agency,Europe,pro,2024-05-15,48
A01918,mid_market,marketing_agency,Asia,team,2024-03-13,240
A01919,mid_market,education,Europe,team,2025-01-27,180
A01920,small_business,tech_startup,North America,free,2026-01-18,0
A01921,mid_market,education,Europe,team,2024-04-14,180
A01922,solo,media,Asia,free,2024-11-16,0
A01923,solo,tech_startup,North America,pro,2025-01-11,36
A01924,solo,real_estate,Latin America,pro,2024-05-20,48
A01925,small_business,media,North America,pro,2026-03-03,24
A01926,mid_market,media,Europe,team,2025-10-18,240
A01927,solo,ecommerce,Europe,pro,2024-03-11,12
A01928,small_business,tech_startup,North America,pro,2025-09-16,24
A01929,solo,education,North America,pro,2025-03-26,36
A01930,solo,tech_startup,North America,pro,2026-01-09,24
A01931,small_business,tech_startup,North America,pro,2025-10-05,24
A01932,mid_market,ecommerce,North America,team,2025-02-25,450
A01933,mid_market,real_estate,Europe,pro,2024-08-10,12
A01934,solo,tech_startup,North America,pro,2024-04-12,24
A01935,mid_market,ecommerce,Europe,pro,2026-02-09,12
A01936,small_business,ecommerce,Asia,pro,2025-08-26,48
A01937,small_business,real_estate,North America,pro,2024-12-25,48
A01938,solo,media,North America,pro,2024-11-18,24
A01939,solo,education,North America,pro,2024-09-10,36
A01940,solo,tech_startup,Asia,free,2025-10-22,0
A01941,small_business,ecommerce,North America,pro,2024-03-27,24
A01942,small_business,real_estate,North America,pro,2025-07-20,36
A01943,solo,media,Europe,pro,2026-03-08,12
A01944,solo,marketing_agency,North America,free,2025-11-05,0
A01945,solo,tech_startup,Asia,free,2024-11-04,0
A01946,small_business,ecommerce,Asia,free,2024-07-29,0
A01947,mid_market,education,North America,team,2025-06-14,240
A01948,solo,real_estate,Europe,free,2026-02-04,0
A01949,small_business,real_estate,Asia,free,2025-02-05,0
A01950,mid_market,ecommerce,North America,team,2024-10-29,180
A01951,solo,ecommerce,Latin America,free,2024-09-02,0
A01952,solo,ecommerce,Asia,pro,2025-05-21,48
A01953,solo,ecommerce,North America,free,2024-04-25,0
A01954,solo,education,North America,free,2024-09-03,0
A01955,solo,tech_startup,Latin America,pro,2025-05-26,12
A01956,small_business,marketing_agency,North America,pro,2025-06-24,12
A01957,small_business,tech_startup,Latin America,pro,2025-01-04,36
A01958,small_business,ecommerce,North America,pro,2024-05-15,48
A01959,solo,tech_startup,North America,free,2025-08-05,0
A01960,small_business,media,North America,team,2025-03-06,120
A01961,small_business,education,North America,pro,2025-07-13,24
A01962,mid_market,real_estate,Asia,team,2026-02-20,450
A01963,solo,ecommerce,North America,pro,2026-02-27,12
A01964,small_business,marketing_agency,Europe,pro,2024-01-18,12
A01965,small_business,marketing_agency,North America,free,2024-01-15,0
A01966,solo,ecommerce,North America,pro,2024-09-25,24
A01967,solo,tech_startup,North America,free,2024-02-10,0
A01968,small_business,ecommerce,Asia,free,2024-03-02,0
A01969,mid_market,tech_startup,Europe,team,2025-02-11,300
A01970,small_business,marketing_agency,Europe,free,2025-10-05,0
A01971,solo,education,Europe,pro,2025-12-30,48
A01972,solo,tech_startup,North America,free,2025-03-09,0
A01973,solo,marketing_agency,North America,free,2025-12-19,0
A01974,mid_market,education,Europe,team,2025-02-15,180
A01975,small_business,education,North America,team,2025-10-17,90
A01976,small_business,marketing_agency,North America,team,2024-10-11,60
A01977,solo,tech_startup,North America,pro,2024-11-13,12
A01978,small_business,education,Asia,pro,2025-06-07,24
A01979,small_business,ecommerce,North America,pro,2024-06-08,36
A01980,small_business,ecommerce,North America,pro,2025-02-04,12
A01981,small_business,media,North America,free,2024-11-13,0
A01982,mid_market,marketing_agency,Asia,team,2025-12-16,450
A01983,small_business,ecommerce,Asia,team,2026-01-17,90
A01984,small_business,marketing_agency,North America,free,2024-02-29,0
A01985,small_business,real_estate,North America,pro,2024-09-07,12
A01986,small_business,real_estate,Latin America,free,2025-03-20,0
A01987,small_business,ecommerce,Europe,pro,2024-04-28,48
A01988,mid_market,marketing_agency,Latin America,pro,2025-09-18,12
A01989,small_business,ecommerce,Asia,pro,2024-11-12,24
A01990,small_business,tech_startup,North America,free,2024-05-02,0
A01991,mid_market,marketing_agency,North America,team,2024-01-13,240
A01992,small_business,ecommerce,North America,free,2025-12-19,0
A01993,small_business,tech_startup,Latin America,pro,2024-01-12,24
A01994,solo,tech_startup,Europe,free,2025-05-23,0
A01995,mid_market,media,Asia,team,2024-12-21,300
A01996,solo,ecommerce,Europe,free,2024-06-19,0
