deal_id,account_id,lead_source,created_date,deal_value,discount_pct,competitor_mentioned,stage,close_date,deal_status
D03734,A01612,website,2026-01-07,720,20,None,proposal,2026-01-21,won
D03735,A00245,website,2025-03-19,480,15,Canva,demo,2025-05-03,lost
D03736,A00122,website,2026-01-13,360,10,Canva,proposal,2026-03-11,won
D03737,A00185,ads,2025-03-30,720,10,Figma,demo,2025-05-17,lost
D03738,A00032,ads,2026-02-24,60,0,None,demo,2026-04-11,lost
D03739,A00998,referral,2025-09-10,180,20,Figma,demo,2025-09-26,won
D03740,A01987,outbound,2025-08-26,240,15,Figma,demo,2025-09-16,won
D03741,A00762,website,2025-06-22,480,20,Adobe Express,negotiation,2025-07-31,lost
D03742,A00569,referral,2026-02-17,240,20,Canva,demo,2026-04-02,lost
D03743,A00310,referral,2026-02-15,1200,20,None,proposal,2026-04-12,won
D03744,A01396,referral,2025-01-10,60,0,Adobe Express,proposal,2025-01-28,lost
D03745,A01680,website,2025-02-16,120,10,Piktochart,demo,2025-04-11,won
D03746,A00830,website,2025-05-23,360,0,None,demo,2025-06-06,lost
D03747,A01620,ads,2025-12-29,240,10,None,proposal,2026-02-07,lost
D03748,A00992,website,2025-08-06,60,15,Canva,demo,2025-09-27,won
D03749,A01080,ads,2026-01-09,720,0,None,negotiation,2026-01-28,lost
D03750,A00791,ads,2025-03-25,360,0,Adobe Express,demo,2025-05-06,lost
D03751,A01297,referral,2026-02-28,240,0,Canva,negotiation,2026-03-24,won
D03752,A00464,ads,2025-01-17,1800,15,Piktochart,demo,2025-02-23,lost
D03753,A00678,website,2026-02-21,60,0,Canva,demo,2026-03-31,lost
D03754,A01480,referral,2026-01-18,3600,25,Figma,demo,2026-03-15,won
D03755,A00979,website,2026-01-19,180,15,Canva,demo,2026-02-04,lost
D03756,A00670,website,2026-01-25,240,20,Canva,proposal,2026-03-10,won
D03757,A01273,ads,2025-11-28,720,20,Figma,proposal,2025-12-28,won
D03758,A00698,outbound,2025-01-05,1200,0,Piktochart,negotiation,2025-02-09,won
D03759,A00994,website,2025-06-24,120,20,Piktochart,demo,2025-07-08,won
D03760,A00078,ads,2025-01-12,360,20,Figma,proposal,2025-03-13,lost
D03761,A00534,referral,2025-08-16,240,15,Figma,negotiation,2025-09-21,won
D03762,A00108,ads,2025-11-03,360,15,Canva,demo,2025-12-06,won
D03763,A01297,website,2025-02-24,240,20,None,proposal,2025-03-10,lost
D03764,A00764,ads,2026-02-03,120,0,Adobe Express,negotiation,2026-02-22,won
D03765,A00015,website,2025-12-13,180,15,Canva,negotiation,2026-01-20,won
D03766,A00370,referral,2026-02-01,1800,20,None,demo,2026-02-22,won
D03767,A01328,website,2025-01-21,3600,25,Adobe Express,proposal,2025-01-28,lost
D03768,A01696,ads,2025-04-04,240,20,Canva,proposal,2025-05-03,won
D03769,A00205,outbound,2025-08-27,240,0,Adobe Express,negotiation,2025-09-19,won
D03770,A01137,ads,2025-12-09,360,0,None,proposal,2026-01-10,won
D03771,A01704,referral,2025-04-06,60,15,None,demo,2025-06-02,won
D03772,A00865,ads,2025-07-16,720,20,None,negotiation,2025-08-21,won
D03773,A01277,referral,2025-05-13,180,15,Adobe Express,proposal,2025-07-10,won
D03774,A00441,website,2025-08-15,480,0,Canva,negotiation,2025-10-05,won
D03775,A01210,referral,2025-03-02,480,0,Canva,demo,2025-03-12,won
D03776,A00859,outbound,2026-01-12,720,10,Adobe Express,demo,2026-02-12,lost
D03777,A00227,ads,2025-02-07,720,0,None,demo,2025-03-09,won
D03778,A00528,website,2025-01-24,180,10,Adobe Express,negotiation,2025-02-10,lost
D03779,A01692,outbound,2025-05-25,240,20,Canva,demo,2025-06-15,lost
D03780,A00354,website,2025-10-23,120,20,None,demo,2025-12-01,lost
D03781,A00623,website,2025-02-03,240,0,None,demo,2025-02-16,won
D03782,A01025,ads,2026-01-14,180,0,Adobe Express,proposal,2026-02-10,lost
D03783,A01577,ads,2025-04-28,360,0,Canva,demo,2025-05-09,won
D03784,A01584,ads,2025-07-13,480,20,None,proposal,2025-09-02,lost
D03785,A00927,website,2025-05-29,1800,10,Adobe Express,proposal,2025-07-14,lost
D03786,A01444,outbound,2025-06-18,120,20,Canva,demo,2025-06-25,won
D03787,A01644,ads,2025-06-16,60,10,Adobe Express,demo,2025-07-19,lost
D03788,A01185,referral,2025-05-13,720,20,Canva,demo,2025-06-26,lost
D03789,A00161,outbound,2026-02-08,60,10,None,proposal,2026-03-22,won
D03790,A00871,referral,2025-06-22,180,0,Piktochart,proposal,2025-08-17,won
D03791,A01152,outbound,2025-02-09,720,10,Canva,proposal,2025-02-24,lost
D03792,A01746,referral,2025-04-30,120,20,Canva,negotiation,2025-05-13,won
D03793,A01175,website,2025-06-24,480,0,Canva,proposal,2025-08-10,won
D03794,A00444,ads,2025-01-24,3600,10,None,negotiation,2025-02-24,won
D03795,A01791,website,2025-01-10,480,10,Canva,demo,2025-03-05,won
D03796,A01495,website,2026-03-08,120,15,None,proposal,2026-04-13,lost
D03797,A00463,referral,2025-03-14,2400,0,Figma,demo,2025-03-22,won
D03798,A01754,referral,2025-08-24,60,20,Figma,demo,2025-09-23,won
D03799,A01054,website,2025-07-16,720,20,Canva,proposal,2025-09-09,lost
D03800,A00473,website,2025-04-28,240,0,Adobe Express,proposal,2025-05-25,won
D03801,A00557,ads,2025-06-07,180,0,Canva,demo,2025-07-12,lost
D03802,A00080,website,2025-06-01,480,20,None,demo,2025-07-23,lost
D03803,A01063,website,2025-08-24,360,15,Canva,negotiation,2025-10-06,won
D03804,A00240,ads,2025-03-30,480,15,Figma,proposal,2025-05-01,lost
D03805,A00557,referral,2025-03-17,60,20,Piktochart,proposal,2025-04-12,lost
D03806,A00590,outbound,2025-01-24,3600,20,Canva,proposal,2025-01-31,won
D03807,A01361,outbound,2025-08-17,720,0,Figma,negotiation,2025-08-28,won
D03808,A01932,ads,2026-03-04,1800,15,None,negotiation,2026-04-15,won
D03809,A01885,website,2025-07-25,720,0,Adobe Express,proposal,2025-08-09,won
D03810,A01824,website,2025-04-22,120,20,Canva,negotiation,2025-06-06,lost
D03811,A01976,referral,2025-01-27,240,10,Figma,proposal,2025-03-08,won
D03812,A01304,referral,2025-07-21,180,0,Adobe Express,negotiation,2025-09-10,won
D03813,A01140,ads,2025-06-21,360,10,Piktochart,proposal,2025-08-17,won
D03814,A00269,outbound,2025-01-14,180,20,Canva,negotiation,2025-02-20,lost
D03815,A01940,outbound,2025-04-13,120,0,None,negotiation,2025-05-10,lost
D03816,A00335,website,2025-11-02,120,10,Adobe Express,proposal,2025-11-29,lost
D03817,A00312,ads,2025-04-09,480,15,Adobe Express,negotiation,2025-06-02,won
D03818,A01077,referral,2025-08-31,3600,20,Canva,negotiation,2025-09-29,lost
D03819,A01092,referral,2025-05-11,120,0,Adobe Express,demo,2025-05-19,lost
D03820,A00694,website,2025-05-04,2400,10,Adobe Express,negotiation,2025-06-10,lost
D03821,A00034,website,2025-04-18,180,0,Piktochart,proposal,2025-05-08,won
D03822,A01820,ads,2025-04-03,180,0,Adobe Express,demo,2025-05-21,won
D03823,A01842,outbound,2025-03-17,240,0,Adobe Express,proposal,2025-05-16,lost
D03824,A00386,website,2025-08-26,720,15,None,proposal,2025-10-03,lost
D03825,A00249,website,2025-02-24,60,0,Canva,proposal,2025-03-13,lost
D03826,A01135,referral,2025-11-12,480,0,Figma,negotiation,2026-01-11,won
D03827,A01118,website,2025-10-10,1800,0,Canva,proposal,2025-10-23,won
D03828,A01434,ads,2026-03-04,240,0,Canva,proposal,2026-05-01,lost
D03829,A01203,website,2025-04-02,60,0,Canva,demo,2025-05-15,lost
D03830,A01071,website,2026-02-11,60,0,Adobe Express,negotiation,2026-03-07,lost
D03831,A00794,outbound,2025-04-05,120,10,Piktochart,negotiation,2025-04-16,lost
D03832,A00852,website,2025-02-01,240,0,Canva,proposal,2025-03-28,won
D03833,A00874,website,2025-01-10,1200,20,Canva,demo,2025-02-14,lost
D03834,A01628,website,2026-02-03,2400,0,Canva,demo,2026-02-28,lost
D03835,A00376,website,2025-10-26,360,0,Adobe Express,demo,2025-12-01,won
D03836,A00724,referral,2025-04-04,480,15,Canva,proposal,2025-04-18,lost
D03837,A01611,referral,2026-02-18,60,20,Canva,proposal,2026-03-25,won
D03838,A01914,outbound,2025-08-10,180,0,Canva,demo,2025-09-22,lost
D03839,A00202,website,2025-01-17,720,10,Canva,negotiation,2025-02-03,won
D03840,A00445,website,2025-06-29,480,0,Piktochart,negotiation,2025-07-20,lost
D03841,A01943,ads,2026-01-13,60,0,Canva,negotiation,2026-01-30,lost
D03842,A01957,outbound,2026-01-24,360,20,Canva,proposal,2026-02-10,lost
D03843,A00297,website,2025-10-21,120,0,Canva,demo,2025-10-31,won
D03844,A01332,ads,2025-06-02,120,0,Canva,negotiation,2025-07-06,won
D03845,A01747,ads,2026-01-03,3600,20,Adobe Express,proposal,2026-03-03,lost
D03846,A00493,website,2025-03-29,60,20,Piktochart,proposal,2025-04-27,lost
D03847,A00338,ads,2025-04-16,3600,15,None,negotiation,2025-06-02,lost
D03848,A01969,outbound,2025-10-28,1200,20,Canva,proposal,2025-12-06,lost
D03849,A00923,website,2025-10-07,120,0,Canva,proposal,2025-11-14,won
D03850,A01670,referral,2025-07-06,240,0,None,proposal,2025-07-13,won
D03851,A01866,outbound,2025-12-07,240,20,None,negotiation,2025-12-24,lost
D03852,A01090,website,2025-11-01,60,0,Figma,demo,2025-12-01,lost
D03853,A00792,ads,2026-02-02,60,20,Adobe Express,proposal,2026-02-25,won
D03854,A01446,referral,2025-10-05,240,20,Figma,negotiation,2025-10-22,won
D03855,A01564,referral,2025-06-28,60,0,None,demo,2025-07-15,won
D03856,A01948,referral,2025-05-06,60,0,Canva,proposal,2025-06-05,won
D03857,A01653,referral,2025-11-30,2400,0,Canva,proposal,2026-01-22,won
D03858,A01517,referral,2025-04-26,120,10,Canva,proposal,2025-06-15,lost
D03859,A01906,ads,2025-01-18,3600,25,None,demo,2025-03-01,lost
D03860,A00962,website,2026-02-18,120,0,Canva,negotiation,2026-04-14,lost
D03861,A00317,referral,2026-02-02,60,0,Piktochart,demo,2026-02-24,won
D03862,A00942,website,2025-07-21,720,0,Canva,demo,2025-08-31,won
D03863,A01861,referral,2025-01-14,360,0,Figma,proposal,2025-03-12,won
D03864,A00626,website,2025-05-18,1200,10,Piktochart,proposal,2025-05-28,lost
D03865,A00075,ads,2025-08-16,720,10,Canva,proposal,2025-10-01,lost
D03866,A01738,referral,2025-11-04,1800,0,Canva,negotiation,2025-11-26,won
D03867,A00939,website,2025-09-12,60,0,Canva,proposal,2025-10-08,lost
D03868,A00059,referral,2025-10-29,480,0,None,proposal,2025-11-05,won
D03869,A00386,referral,2025-07-16,480,0,Canva,demo,2025-08-20,lost
D03870,A00015,website,2025-06-25,60,20,Adobe Express,negotiation,2025-07-27,won
D03871,A01255,website,2025-08-17,180,0,Canva,demo,2025-09-16,won
D03872,A01641,referral,2025-04-29,120,0,None,negotiation,2025-05-23,lost
D03873,A01701,website,2025-08-31,60,20,Figma,proposal,2025-10-02,lost
D03874,A00199,website,2025-05-09,240,0,Figma,proposal,2025-06-24,lost
D03875,A01940,referral,2025-08-06,120,0,None,demo,2025-09-18,won
D03876,A01378,referral,2025-10-31,180,20,Canva,demo,2025-11-27,lost
D03877,A00035,website,2025-03-12,240,0,Canva,proposal,2025-03-25,won
D03878,A00162,referral,2025-02-02,180,0,None,proposal,2025-03-03,lost
D03879,A01781,referral,2025-01-06,1200,15,Piktochart,proposal,2025-03-03,won
D03880,A00982,website,2025-03-13,1200,15,Adobe Express,demo,2025-05-12,won
D03881,A00799,website,2025-01-26,3600,20,Canva,negotiation,2025-03-03,lost
D03882,A00895,referral,2025-11-23,120,15,Piktochart,demo,2025-12-08,lost
D03883,A00471,referral,2025-07-11,480,0,Figma,negotiation,2025-07-23,won
D03884,A00531,outbound,2025-09-14,1800,15,Canva,negotiation,2025-11-03,lost
D03885,A01988,outbound,2025-06-14,1200,25,Canva,negotiation,2025-06-21,won
D03886,A00792,website,2025-06-04,120,15,Canva,negotiation,2025-07-12,won
D03887,A00852,website,2025-11-21,360,0,Piktochart,proposal,2026-01-15,lost
D03888,A01447,ads,2025-03-29,180,20,Canva,negotiation,2025-04-11,lost
D03889,A00348,website,2025-07-03,1200,10,Canva,negotiation,2025-08-24,won
D03890,A00694,outbound,2025-10-05,2400,20,Canva,negotiation,2025-11-14,won
D03891,A00935,referral,2025-06-20,480,20,Piktochart,negotiation,2025-08-19,lost
D03892,A00913,referral,2026-01-14,360,10,None,negotiation,2026-03-07,lost
D03893,A00147,website,2026-02-11,360,15,None,proposal,2026-02-19,lost
D03894,A01398,website,2026-01-14,2400,20,Canva,negotiation,2026-03-04,lost
D03895,A01712,outbound,2025-10-27,2400,15,Figma,demo,2025-12-22,lost
D03896,A00675,ads,2025-11-23,480,0,Canva,proposal,2025-12-25,lost
D03897,A01440,ads,2025-03-28,360,0,Canva,negotiation,2025-04-26,won
D03898,A00687,website,2025-01-05,360,10,Canva,demo,2025-02-23,lost
D03899,A01518,outbound,2025-11-22,60,10,Figma,proposal,2026-01-03,won
D03900,A01583,referral,2025-07-30,480,0,Canva,demo,2025-08-11,lost
D03901,A01280,website,2026-03-12,360,0,Canva,demo,2026-03-24,lost
D03902,A00960,referral,2025-05-28,1800,25,Figma,negotiation,2025-06-04,won
D03903,A00686,outbound,2025-11-07,720,15,None,negotiation,2025-12-28,won
D03904,A01127,website,2025-08-16,360,15,Canva,demo,2025-09-08,won
D03905,A00121,referral,2026-03-02,240,20,Figma,proposal,2026-03-21,won
D03906,A00419,referral,2025-04-05,3600,15,None,demo,2025-04-13,lost
D03907,A00350,outbound,2026-01-03,240,0,Canva,demo,2026-01-15,lost
D03908,A01681,website,2025-10-22,360,10,Piktochart,demo,2025-12-02,lost
D03909,A00042,outbound,2025-11-14,60,0,Canva,demo,2025-12-20,won
D03910,A01391,website,2025-02-17,180,0,Adobe Express,demo,2025-02-24,won
D03911,A00029,outbound,2025-12-22,3600,0,Canva,demo,2026-01-07,lost
D03912,A00966,referral,2025-08-25,1200,15,Canva,proposal,2025-09-26,won
D03913,A01916,ads,2025-02-26,180,15,Canva,negotiation,2025-03-08,lost
D03914,A00785,outbound,2025-08-31,360,15,Adobe Express,proposal,2025-10-22,won
D03915,A00014,website,2025-09-27,2400,0,Adobe Express,negotiation,2025-10-24,won
D03916,A00920,website,2025-04-27,60,0,Figma,proposal,2025-05-09,won
D03917,A01977,referral,2025-08-16,180,0,Canva,proposal,2025-10-05,lost
D03918,A00818,website,2025-02-26,360,15,Piktochart,demo,2025-04-15,won
D03919,A00825,website,2026-02-10,480,10,Adobe Express,negotiation,2026-03-16,lost
D03920,A01509,website,2025-06-03,360,0,None,demo,2025-06-27,won
D03921,A01213,referral,2026-02-23,240,0,Figma,proposal,2026-03-31,won
D03922,A00872,website,2025-08-29,720,20,Canva,negotiation,2025-10-01,won
D03923,A00295,website,2026-01-21,720,0,Canva,demo,2026-03-07,lost
D03924,A01207,outbound,2025-05-30,240,10,Adobe Express,demo,2025-07-27,lost
D03925,A00864,website,2025-02-05,480,10,Figma,proposal,2025-03-19,won
D03926,A00548,website,2025-08-14,240,15,Canva,demo,2025-09-26,lost
D03927,A01906,ads,2025-04-07,2400,10,Adobe Express,demo,2025-04-24,won
D03928,A01061,outbound,2025-05-27,360,15,Canva,negotiation,2025-07-22,won
D03929,A01008,website,2025-05-17,720,0,Canva,demo,2025-06-15,won
D03930,A01038,ads,2025-08-08,360,20,Adobe Express,proposal,2025-09-20,lost
D03931,A01947,website,2025-05-11,1200,10,None,proposal,2025-06-05,won
D03932,A00635,referral,2026-01-31,480,0,Piktochart,negotiation,2026-03-27,won
D03933,A00595,website,2025-03-12,180,20,Canva,proposal,2025-05-02,won
D03934,A01183,website,2025-08-28,360,20,Canva,demo,2025-10-19,lost
D03935,A01518,outbound,2025-05-17,180,0,Figma,demo,2025-05-24,lost
D03936,A01353,outbound,2025-11-01,60,20,None,proposal,2025-12-18,lost
D03937,A00614,website,2025-06-10,480,0,None,proposal,2025-08-02,won
D03938,A01873,ads,2025-05-23,480,20,Adobe Express,demo,2025-07-22,lost
D03939,A01107,website,2026-02-13,180,0,Piktochart,demo,2026-02-24,lost
D03940,A01580,website,2025-05-15,720,0,Piktochart,negotiation,2025-07-02,won
D03941,A01604,website,2025-11-22,1200,15,Adobe Express,proposal,2025-12-31,won
D03942,A01584,referral,2025-09-25,480,0,Canva,proposal,2025-10-27,won
D03943,A01593,website,2026-01-08,240,20,Canva,proposal,2026-03-09,lost
D03944,A01611,referral,2025-11-30,120,10,None,proposal,2026-01-05,lost
D03945,A01046,website,2025-03-09,720,0,Piktochart,negotiation,2025-05-06,won
D03946,A01156,website,2026-02-05,2400,15,Figma,demo,2026-02-17,lost
D03947,A00465,ads,2025-09-23,240,0,Canva,proposal,2025-10-30,won
D03948,A01480,ads,2025-12-23,1200,0,Adobe Express,demo,2026-01-18,lost
D03949,A01326,website,2025-06-21,720,20,None,demo,2025-07-16,won
D03950,A00955,website,2025-05-01,720,15,Canva,proposal,2025-05-10,won
D03951,A00930,referral,2025-04-27,60,15,Piktochart,negotiation,2025-05-31,won
D03952,A01291,outbound,2025-10-31,360,0,Canva,negotiation,2025-12-07,won
D03953,A00799,ads,2025-11-27,1800,0,Figma,proposal,2026-01-03,lost
D03954,A00395,ads,2025-12-25,180,0,Canva,demo,2026-01-12,won
D03955,A01144,outbound,2025-08-04,120,20,None,proposal,2025-09-29,lost
D03956,A00246,referral,2025-02-11,60,20,None,negotiation,2025-03-31,won
D03957,A00568,website,2025-09-17,120,0,Canva,proposal,2025-10-15,lost
D03958,A00038,ads,2025-12-13,60,15,None,negotiation,2026-01-02,won
D03959,A00245,website,2025-10-21,360,10,Canva,proposal,2025-11-07,lost
D03960,A00021,outbound,2025-12-23,3600,20,None,negotiation,2026-01-19,won
D03961,A01134,outbound,2026-02-13,120,0,Figma,negotiation,2026-04-01,lost
D03962,A01630,outbound,2025-06-04,1800,10,Canva,negotiation,2025-07-25,lost
D03963,A00394,ads,2025-08-22,480,20,Canva,demo,2025-10-12,lost
D03964,A01434,outbound,2026-01-27,720,15,Adobe Express,demo,2026-02-28,won
D03965,A00987,referral,2025-04-16,60,0,Figma,demo,2025-05-03,won
D03966,A01672,ads,2025-10-23,240,15,Figma,negotiation,2025-12-20,won
D03967,A01767,outbound,2025-10-25,60,20,Canva,negotiation,2025-11-06,lost
D03968,A00008,ads,2025-12-11,360,15,Canva,negotiation,2025-12-27,won
D03969,A01468,website,2025-08-03,2400,10,Canva,negotiation,2025-08-24,lost
D03970,A00328,outbound,2025-08-26,120,0,None,demo,2025-10-24,won
D03971,A01911,outbound,2026-03-02,480,0,Canva,proposal,2026-03-27,won
D03972,A00290,website,2025-03-22,60,20,Adobe Express,demo,2025-05-10,lost
D03973,A01787,website,2025-05-01,1800,15,Adobe Express,demo,2025-06-17,won
D03974,A00511,outbound,2025-11-04,1200,0,None,negotiation,2025-12-30,won
D03975,A00912,referral,2025-10-17,720,15,Canva,negotiation,2025-11-17,won
D03976,A00361,ads,2025-11-03,1200,25,Piktochart,demo,2025-12-14,lost
D03977,A01933,ads,2025-08-13,1200,15,Canva,demo,2025-09-27,won
D03978,A01623,referral,2025-09-29,480,0,None,demo,2025-11-07,won
D03979,A00716,website,2026-01-16,1800,0,Figma,proposal,2026-03-14,lost
D03980,A00219,website,2025-12-22,240,15,Adobe Express,negotiation,2026-01-05,lost
D03981,A00406,ads,2025-08-01,240,15,Adobe Express,proposal,2025-09-18,lost
D03982,A00753,ads,2025-05-19,360,0,Adobe Express,negotiation,2025-07-06,won
D03983,A00923,ads,2025-09-28,60,0,Adobe Express,negotiation,2025-10-21,won
D03984,A00832,website,2026-01-31,360,20,Adobe Express,negotiation,2026-02-07,won
D03985,A01794,outbound,2025-04-13,240,0,None,proposal,2025-05-28,won
D03986,A01645,referral,2025-03-21,2400,0,Adobe Express,proposal,2025-03-31,won
D03987,A01792,ads,2025-04-15,240,20,None,demo,2025-04-26,lost
D03988,A00794,outbound,2025-08-21,120,0,None,demo,2025-10-05,won
D03989,A01244,referral,2025-08-01,360,10,Canva,negotiation,2025-09-30,lost
D03990,A00595,website,2025-09-27,60,0,None,proposal,2025-11-06,won
D03991,A00107,website,2025-09-17,180,10,Adobe Express,negotiation,2025-10-05,lost
D03992,A00581,ads,2025-11-25,3600,15,Canva,negotiation,2025-12-28,won
D03993,A00609,ads,2025-10-04,3600,25,None,demo,2025-11-26,lost
D03994,A01748,ads,2025-11-04,60,0,Canva,proposal,2025-12-06,lost
D03995,A01310,website,2025-07-20,240,20,None,demo,2025-08-04,won
D03996,A01773,website,2026-03-07,60,20,Adobe Express,demo,2026-03-17,won
D03997,A00008,outbound,2025-11-22,720,0,Canva,demo,2025-12-15,lost
D03998,A00806,ads,2025-05-24,360,10,Figma,proposal,2025-06-24,lost
D03999,A00189,website,2025-11-19,360,10,Canva,negotiation,2025-12-29,won
D04000,A00081,website,2025-12-15,240,0,Canva,proposal,2026-02-07,won
D04001,A00108,outbound,2026-01-18,360,10,Canva,proposal,2026-02-17,won
D04002,A01345,website,2025-04-21,240,20,None,proposal,2025-05-07,won
D04003,A01603,referral,2025-04-25,480,0,Canva,proposal,2025-06-06,won
D04004,A00686,ads,2025-05-17,720,15,Canva,negotiation,2025-07-08,lost
D04005,A00346,ads,2025-01-31,180,15,Piktochart,demo,2025-03-07,lost
D04006,A01887,outbound,2025-01-01,120,0,Piktochart,demo,2025-01-16,won
D04007,A00328,referral,2026-03-09,120,0,None,negotiation,2026-03-30,won
D04008,A00555,ads,2025-12-24,2400,25,Canva,proposal,2026-02-13,lost
D04009,A01723,referral,2025-09-30,120,10,None,proposal,2025-10-22,won
D04010,A00302,referral,2025-07-24,480,20,None,negotiation,2025-08-07,won
D04011,A00200,outbound,2025-06-30,3600,20,Adobe Express,negotiation,2025-07-30,won
D04012,A00893,website,2025-05-22,720,15,Canva,negotiation,2025-06-10,won
D04013,A01443,referral,2025-03-07,120,0,Adobe Express,demo,2025-05-04,won
D04014,A01063,outbound,2025-08-26,720,10,Figma,negotiation,2025-09-10,lost
D04015,A01756,outbound,2025-07-10,480,20,None,negotiation,2025-08-28,lost
D04016,A00307,website,2025-03-31,240,10,Figma,demo,2025-05-10,won
D04017,A01028,website,2025-07-18,1800,20,Adobe Express,demo,2025-08-02,lost
D04018,A01657,website,2025-01-06,3600,20,Adobe Express,proposal,2025-02-11,won
D04019,A01872,website,2025-10-19,720,0,Canva,negotiation,2025-11-17,won
D04020,A01101,referral,2025-07-13,180,20,None,negotiation,2025-07-29,lost
D04021,A00468,website,2025-10-29,180,20,Piktochart,negotiation,2025-11-25,won
D04022,A00179,referral,2026-01-20,720,15,Canva,negotiation,2026-02-25,won
D04023,A00645,website,2025-12-30,3600,25,Canva,proposal,2026-02-24,won
D04024,A01847,outbound,2025-08-11,480,0,Canva,demo,2025-09-20,won
D04025,A01765,website,2025-03-30,2400,25,Canva,demo,2025-04-12,lost
D04026,A00276,referral,2025-06-17,180,20,Figma,demo,2025-08-11,lost
D04027,A01176,referral,2025-11-03,60,0,Adobe Express,demo,2025-11-11,won
D04028,A01188,referral,2025-01-03,480,10,Canva,demo,2025-02-21,won
D04029,A01314,referral,2025-12-24,720,0,Adobe Express,proposal,2026-02-15,lost
D04030,A01402,referral,2026-01-18,120,0,Piktochart,demo,2026-02-12,lost
D04031,A00621,outbound,2026-01-10,60,0,Canva,negotiation,2026-01-18,won
D04032,A00638,website,2025-04-15,720,10,Adobe Express,negotiation,2025-06-01,won
D04033,A01776,outbound,2026-03-08,120,0,Canva,negotiation,2026-04-23,won
D04034,A01334,ads,2025-10-04,180,10,Adobe Express,proposal,2025-11-04,lost
D04035,A00930,website,2025-06-02,180,0,Figma,demo,2025-06-09,won
D04036,A01937,website,2025-06-18,360,0,Adobe Express,negotiation,2025-07-09,lost
D04037,A01413,referral,2025-06-22,240,20,Canva,demo,2025-07-26,lost
D04038,A01881,ads,2025-08-08,240,20,Piktochart,negotiation,2025-09-19,lost
D04039,A01682,website,2025-11-14,360,20,Canva,proposal,2026-01-12,lost
D04040,A01788,website,2026-02-02,240,10,None,negotiation,2026-02-17,won
D04041,A00183,website,2025-01-03,120,10,Adobe Express,demo,2025-01-10,won
D04042,A01845,website,2025-08-18,720,15,Canva,negotiation,2025-09-27,won
D04043,A01330,outbound,2025-08-09,120,15,Piktochart,negotiation,2025-10-03,won
D04044,A00072,referral,2025-11-30,480,0,Figma,negotiation,2026-01-26,won
D04045,A01243,referral,2025-06-07,2400,0,Canva,proposal,2025-07-04,lost
D04046,A00719,website,2025-04-26,1800,20,Adobe Express,demo,2025-05-23,lost
D04047,A01197,outbound,2026-03-12,240,0,None,proposal,2026-04-19,won
D04048,A01677,website,2025-09-11,360,0,Canva,demo,2025-10-10,lost
D04049,A01296,website,2025-02-01,720,0,None,demo,2025-03-28,lost
D04050,A00726,ads,2025-12-06,60,0,Canva,demo,2026-02-04,lost
D04051,A01492,outbound,2025-11-15,240,20,Piktochart,negotiation,2025-12-22,won
D04052,A00269,website,2025-04-10,120,0,Adobe Express,demo,2025-06-02,won
D04053,A01044,outbound,2025-04-05,480,10,Canva,proposal,2025-04-30,lost
D04054,A00578,referral,2025-10-09,60,10,Canva,negotiation,2025-10-17,won
D04055,A00995,referral,2025-08-16,720,0,None,negotiation,2025-09-12,lost
D04056,A00815,referral,2025-02-03,720,15,Canva,demo,2025-03-31,won
D04057,A01527,website,2026-01-23,60,15,Adobe Express,negotiation,2026-03-15,lost
D04058,A00147,website,2025-10-13,240,15,Adobe Express,proposal,2025-12-01,lost
D04059,A01453,website,2025-03-27,480,0,Piktochart,negotiation,2025-04-27,won
D04060,A01189,ads,2025-04-09,240,20,None,proposal,2025-05-21,lost
D04061,A00890,website,2026-02-11,180,0,Figma,proposal,2026-03-24,won
D04062,A00310,website,2026-01-15,1200,15,Piktochart,demo,2026-02-19,lost
D04063,A00518,website,2025-05-14,180,20,Piktochart,proposal,2025-06-13,won
D04064,A00014,referral,2025-05-08,1200,20,None,negotiation,2025-06-15,won
D04065,A00132,outbound,2026-02-25,1200,0,Canva,proposal,2026-04-10,won
D04066,A01878,ads,2025-05-06,480,10,Canva,demo,2025-05-20,lost
D04067,A00755,ads,2025-10-04,240,0,Piktochart,proposal,2025-11-30,lost
D04068,A00439,ads,2025-12-31,60,0,Canva,negotiation,2026-02-10,won
D04069,A00743,website,2025-01-13,1800,25,Piktochart,negotiation,2025-03-10,lost
D04070,A00740,ads,2025-03-24,240,0,Canva,negotiation,2025-05-22,lost
D04071,A01698,website,2025-10-06,3600,15,Canva,negotiation,2025-11-26,lost
D04072,A00795,ads,2026-01-16,720,20,Piktochart,demo,2026-02-01,lost
D04073,A00263,website,2025-07-20,1800,25,Canva,proposal,2025-08-01,lost
D04074,A00643,referral,2025-07-15,3600,25,Canva,proposal,2025-08-04,won
D04075,A01967,outbound,2026-01-05,120,15,Adobe Express,demo,2026-01-15,won
D04076,A01249,outbound,2025-04-08,120,10,None,negotiation,2025-04-16,won
D04077,A00258,referral,2025-09-15,60,15,Canva,negotiation,2025-10-24,won
D04078,A01258,outbound,2026-01-04,720,0,Canva,negotiation,2026-01-13,lost
D04079,A01360,ads,2025-12-14,60,20,Canva,negotiation,2025-12-26,lost
D04080,A00409,ads,2025-10-04,480,0,Canva,negotiation,2025-10-23,won
D04081,A01852,website,2025-12-15,720,15,Canva,demo,2026-01-12,won
D04082,A00975,ads,2025-10-03,180,10,None,proposal,2025-10-31,won
D04083,A01048,website,2025-03-25,360,0,Canva,proposal,2025-04-08,lost
