note_id,deal_id,account_id,note_date,note_text
N07710,D04278,A00364,2025-06-20,Prospect liked the product but said Adobe Express has stronger template variety.
N07711,D04279,A01809,2025-03-26,Customer responded well to collaboration features and ease of use.
N07712,D04280,A00135,2025-04-03,Team liked the ease of onboarding and quick time to value.
N07713,D04281,A00374,2025-07-31,Prospect said onboarding seemed harder than expected for their team.
N07714,D04281,A00374,2025-08-20,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N07715,D04281,A00374,2025-07-26,Prospect said onboarding seemed harder than expected for their team.
N07716,D04282,A01256,2025-10-20,Customer responded well to collaboration features and ease of use.
N07717,D04283,A00039,2025-12-27,Deal slowed after prospect compared collaboration features with Piktochart.
N07718,D04283,A00039,2025-12-26,Prospect liked the product but said Piktochart has stronger template variety.
N07719,D04284,A01988,2025-05-21,Team liked the ease of onboarding and quick time to value.
N07720,D04285,A01827,2025-07-15,Prospect liked the product but said Piktochart has stronger template variety.
N07721,D04286,A00819,2025-10-26,Customer responded well to collaboration features and ease of use.
N07722,D04286,A00819,2025-10-20,Buyer saw strong value in the AI-assisted design tools.
N07723,D04287,A00047,2025-04-21,Deal slowed after prospect compared collaboration features with Figma.
N07724,D04288,A00036,2025-05-24,Buyer saw strong value in the AI-assisted design tools.
N07725,D04289,A01856,2025-10-23,Prospect liked the product but said Adobe Express has stronger template variety.
N07726,D04289,A01856,2025-11-12,Prospect liked the product but said Adobe Express has stronger template variety.
N07727,D04290,A00095,2025-09-30,Prospect liked the template library and fast export workflow.
N07728,D04290,A00095,2025-10-02,Team liked the ease of onboarding and quick time to value.
N07729,D04291,A00985,2025-07-12,Buyer saw strong value in the AI-assisted design tools.
N07730,D04292,A01385,2025-02-27,Buyer saw strong value in the AI-assisted design tools.
N07731,D04292,A01385,2025-03-20,Buyer saw strong value in the AI-assisted design tools.
N07732,D04292,A01385,2025-02-27,Prospect liked the template library and fast export workflow.
N07733,D04293,A01549,2025-05-27,Customer raised concerns that Adobe Express is already adopted by the team.
N07734,D04294,A01170,2025-09-28,Customer raised concerns that Adobe Express is already adopted by the team.
N07735,D04294,A01170,2025-09-29,Deal slowed after prospect compared collaboration features with Adobe Express.
N07736,D04295,A01941,2026-03-18,Prospect said onboarding seemed harder than expected for their team.
N07737,D04295,A01941,2026-03-10,Prospect said onboarding seemed harder than expected for their team.
N07738,D04296,A00368,2025-02-03,Customer raised concerns that Canva is already adopted by the team.
N07739,D04297,A00065,2025-10-28,Prospect said onboarding seemed harder than expected for their team.
N07740,D04297,A00065,2025-10-29,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N07741,D04298,A01252,2025-01-21,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N07742,D04298,A01252,2025-01-27,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N07743,D04298,A01252,2025-01-21,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N07744,D04299,A00754,2025-01-23,Prospect liked the template library and fast export workflow.
N07745,D04299,A00754,2025-02-07,Team liked the ease of onboarding and quick time to value.
N07746,D04300,A01544,2025-04-07,Buyer saw strong value in the AI-assisted design tools.
N07747,D04301,A00816,2025-09-16,Customer raised concerns that Adobe Express is already adopted by the team.
N07748,D04301,A00816,2025-09-07,Deal slowed after prospect compared collaboration features with Adobe Express.
N07749,D04302,A01877,2025-09-06,Prospect said onboarding seemed harder than expected for their team.
N07750,D04302,A01877,2025-08-23,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N07751,D04302,A01877,2025-08-25,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N07752,D04303,A01579,2025-08-16,Customer raised concerns that Adobe Express is already adopted by the team.
N07753,D04304,A00756,2025-03-24,Team liked the ease of onboarding and quick time to value.
N07754,D04305,A00181,2025-10-19,Prospect liked the product but said Canva has stronger template variety.
N07755,D04305,A00181,2025-11-04,Customer raised concerns that Canva is already adopted by the team.
N07756,D04306,A01525,2025-10-31,Buyer saw strong value in the AI-assisted design tools.
N07757,D04306,A01525,2025-10-11,Buyer saw strong value in the AI-assisted design tools.
N07758,D04306,A01525,2025-11-02,Prospect liked the template library and fast export workflow.
N07759,D04307,A00597,2025-01-11,Prospect liked the product but said Canva has stronger template variety.
N07760,D04307,A00597,2025-01-22,Deal slowed after prospect compared collaboration features with Canva.
N07761,D04308,A01179,2025-03-31,Prospect said onboarding seemed harder than expected for their team.
N07762,D04308,A01179,2025-03-29,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N07763,D04308,A01179,2025-03-22,Prospect said onboarding seemed harder than expected for their team.
N07764,D04309,A00787,2025-06-05,Buyer saw strong value in the AI-assisted design tools.
N07765,D04309,A00787,2025-06-17,Customer responded well to collaboration features and ease of use.
N07766,D04310,A01559,2026-02-04,Prospect liked the template library and fast export workflow.
N07767,D04310,A01559,2026-02-23,Buyer saw strong value in the AI-assisted design tools.
N07768,D04311,A00627,2025-07-25,Customer raised concerns that Canva is already adopted by the team.
N07769,D04312,A01842,2026-03-11,Team liked the ease of onboarding and quick time to value.
N07770,D04313,A01459,2026-01-29,Prospect liked the template library and fast export workflow.
N07771,D04313,A01459,2026-01-30,Team liked the ease of onboarding and quick time to value.
N07772,D04313,A01459,2026-01-21,Customer responded well to collaboration features and ease of use.
N07773,D04314,A01835,2026-03-05,Prospect liked the product but said Canva has stronger template variety.
N07774,D04315,A01123,2025-07-12,Prospect liked the template library and fast export workflow.
N07775,D04315,A01123,2025-06-21,Team liked the ease of onboarding and quick time to value.
N07776,D04315,A01123,2025-06-24,Team liked the ease of onboarding and quick time to value.
N07777,D04316,A00616,2025-07-28,Deal slowed after prospect compared collaboration features with Adobe Express.
N07778,D04317,A01396,2025-05-09,Prospect liked the product but said Piktochart has stronger template variety.
N07779,D04318,A01587,2026-03-07,Deal slowed after prospect compared collaboration features with Canva.
N07780,D04318,A01587,2026-02-19,Customer raised concerns that Canva is already adopted by the team.
N07781,D04318,A01587,2026-02-17,Deal slowed after prospect compared collaboration features with Canva.
N07782,D04319,A01386,2026-03-18,Deal slowed after prospect compared collaboration features with Adobe Express.
N07783,D04320,A00112,2025-09-29,Prospect liked the product but said Adobe Express has stronger template variety.
N07784,D04320,A00112,2025-09-21,Prospect liked the product but said Adobe Express has stronger template variety.
N07785,D04320,A00112,2025-10-04,Deal slowed after prospect compared collaboration features with Adobe Express.
N07786,D04321,A00453,2025-11-05,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N07787,D04321,A00453,2025-10-24,Prospect said onboarding seemed harder than expected for their team.
N07788,D04321,A00453,2025-10-31,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N07789,D04322,A00756,2025-03-02,Customer responded well to collaboration features and ease of use.
N07790,D04323,A01193,2026-01-15,Buyer saw strong value in the AI-assisted design tools.
N07791,D04323,A01193,2026-01-06,Team liked the ease of onboarding and quick time to value.
N07792,D04324,A00584,2025-04-15,Customer responded well to collaboration features and ease of use.
N07793,D04325,A00139,2026-02-18,Deal slowed after prospect compared collaboration features with Piktochart.
N07794,D04325,A00139,2026-02-19,Deal slowed after prospect compared collaboration features with Piktochart.
N07795,D04325,A00139,2026-03-03,Customer raised concerns that Piktochart is already adopted by the team.
N07796,D04326,A01872,2026-03-02,Team liked the ease of onboarding and quick time to value.
N07797,D04327,A00231,2025-01-14,Customer responded well to collaboration features and ease of use.
N07798,D04328,A01263,2025-08-18,Prospect liked the template library and fast export workflow.
N07799,D04328,A01263,2025-08-19,Customer responded well to collaboration features and ease of use.
N07800,D04329,A00984,2025-05-07,Team liked the ease of onboarding and quick time to value.
N07801,D04329,A00984,2025-04-20,Customer responded well to collaboration features and ease of use.
N07802,D04330,A00253,2026-02-05,Customer raised concerns that Canva is already adopted by the team.
N07803,D04330,A00253,2026-01-12,Prospect liked the product but said Canva has stronger template variety.
N07804,D04331,A01460,2025-06-11,Team liked the ease of onboarding and quick time to value.
N07805,D04332,A01943,2025-05-27,Prospect liked the product but said Adobe Express has stronger template variety.
N07806,D04332,A01943,2025-05-12,Prospect liked the product but said Adobe Express has stronger template variety.
N07807,D04333,A00561,2025-11-24,Deal slowed after prospect compared collaboration features with Canva.
N07808,D04333,A00561,2025-12-15,Deal slowed after prospect compared collaboration features with Canva.
N07809,D04334,A01446,2025-10-29,Customer raised concerns that Adobe Express is already adopted by the team.
N07810,D04334,A01446,2025-11-02,Prospect liked the product but said Adobe Express has stronger template variety.
N07811,D04335,A01327,2025-11-30,Prospect liked the template library and fast export workflow.
N07812,D04335,A01327,2025-12-20,Team liked the ease of onboarding and quick time to value.
N07813,D04336,A00072,2026-02-15,Prospect said onboarding seemed harder than expected for their team.
N07814,D04336,A00072,2026-01-27,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N07815,D04337,A01287,2026-04-02,Prospect liked the product but said Canva has stronger template variety.
N07816,D04337,A01287,2026-03-15,Customer raised concerns that Canva is already adopted by the team.
N07817,D04337,A01287,2026-03-29,Customer raised concerns that Canva is already adopted by the team.
N07818,D04338,A01858,2025-04-15,Customer raised concerns that Canva is already adopted by the team.
N07819,D04338,A01858,2025-04-18,Deal slowed after prospect compared collaboration features with Canva.
N07820,D04339,A00222,2026-01-11,Prospect liked the template library and fast export workflow.
N07821,D04340,A01101,2025-04-08,Customer raised concerns that Figma is already adopted by the team.
N07822,D04340,A01101,2025-04-13,Deal slowed after prospect compared collaboration features with Figma.
N07823,D04341,A00062,2025-07-04,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N07824,D04342,A01495,2025-12-14,Prospect liked the template library and fast export workflow.
N07825,D04342,A01495,2025-12-21,Customer responded well to collaboration features and ease of use.
N07826,D04342,A01495,2025-12-19,Buyer saw strong value in the AI-assisted design tools.
N07827,D04343,A01181,2025-02-25,Prospect liked the template library and fast export workflow.
N07828,D04344,A00806,2025-01-31,Customer responded well to collaboration features and ease of use.
N07829,D04344,A00806,2025-02-10,Team liked the ease of onboarding and quick time to value.
N07830,D04345,A00125,2025-11-16,Team liked the ease of onboarding and quick time to value.
N07831,D04345,A00125,2025-11-25,Team liked the ease of onboarding and quick time to value.
N07832,D04346,A00741,2025-08-20,Buyer saw strong value in the AI-assisted design tools.
N07833,D04346,A00741,2025-08-26,Buyer saw strong value in the AI-assisted design tools.
N07834,D04347,A01876,2025-04-02,Prospect said onboarding seemed harder than expected for their team.
N07835,D04347,A01876,2025-03-20,Prospect said onboarding seemed harder than expected for their team.
N07836,D04348,A00161,2025-11-01,Customer responded well to collaboration features and ease of use.
N07837,D04348,A00161,2025-11-13,Team liked the ease of onboarding and quick time to value.
N07838,D04348,A00161,2025-11-03,Prospect liked the template library and fast export workflow.
N07839,D04349,A00541,2025-04-06,Prospect liked the product but said Canva has stronger template variety.
N07840,D04350,A00626,2025-12-09,Customer raised concerns that Figma is already adopted by the team.
N07841,D04350,A00626,2025-11-27,Deal slowed after prospect compared collaboration features with Figma.
N07842,D04351,A01615,2025-10-31,Customer raised concerns that Canva is already adopted by the team.
N07843,D04351,A01615,2025-10-09,Prospect liked the product but said Canva has stronger template variety.
N07844,D04352,A01559,2025-04-28,Prospect liked the template library and fast export workflow.
N07845,D04352,A01559,2025-05-21,Customer responded well to collaboration features and ease of use.
N07846,D04353,A00106,2025-03-03,Prospect liked the product but said Canva has stronger template variety.
N07847,D04353,A00106,2025-03-10,Deal slowed after prospect compared collaboration features with Canva.
N07848,D04354,A01155,2025-07-02,Customer responded well to collaboration features and ease of use.
N07849,D04354,A01155,2025-07-08,Team liked the ease of onboarding and quick time to value.
N07850,D04355,A01381,2025-04-28,Customer raised concerns that Adobe Express is already adopted by the team.
N07851,D04355,A01381,2025-04-25,Deal slowed after prospect compared collaboration features with Adobe Express.
N07852,D04356,A01709,2025-12-01,Prospect liked the template library and fast export workflow.
N07853,D04356,A01709,2025-11-26,Team liked the ease of onboarding and quick time to value.
N07854,D04357,A00776,2025-09-29,Team liked the ease of onboarding and quick time to value.
N07855,D04357,A00776,2025-10-18,Team liked the ease of onboarding and quick time to value.
N07856,D04358,A01878,2025-02-04,Buyer saw strong value in the AI-assisted design tools.
N07857,D04359,A01909,2025-11-27,Buyer saw strong value in the AI-assisted design tools.
N07858,D04360,A01821,2025-10-29,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N07859,D04361,A00002,2025-05-26,Customer responded well to collaboration features and ease of use.
N07860,D04361,A00002,2025-04-29,Team liked the ease of onboarding and quick time to value.
N07861,D04362,A00233,2025-08-09,Customer raised concerns that Adobe Express is already adopted by the team.
N07862,D04362,A00233,2025-08-11,Prospect liked the product but said Adobe Express has stronger template variety.
N07863,D04363,A00369,2025-06-09,Team liked the ease of onboarding and quick time to value.
N07864,D04363,A00369,2025-05-30,Team liked the ease of onboarding and quick time to value.
N07865,D04363,A00369,2025-05-28,Team liked the ease of onboarding and quick time to value.
N07866,D04364,A01275,2025-12-24,Deal slowed after prospect compared collaboration features with Canva.
N07867,D04365,A00946,2025-07-01,Prospect said onboarding seemed harder than expected for their team.
N07868,D04366,A01857,2025-05-13,Prospect liked the product but said Canva has stronger template variety.
N07869,D04366,A01857,2025-05-20,Prospect liked the product but said Canva has stronger template variety.
N07870,D04367,A01132,2025-06-04,Prospect liked the product but said Canva has stronger template variety.
N07871,D04367,A01132,2025-06-09,Customer raised concerns that Canva is already adopted by the team.
N07872,D04367,A01132,2025-06-24,Deal slowed after prospect compared collaboration features with Canva.
N07873,D04368,A01300,2025-12-22,Buyer saw strong value in the AI-assisted design tools.
N07874,D04368,A01300,2025-12-17,Customer responded well to collaboration features and ease of use.
N07875,D04369,A00180,2026-01-15,Deal slowed after prospect compared collaboration features with Piktochart.
N07876,D04370,A01749,2025-10-31,Prospect liked the template library and fast export workflow.
N07877,D04370,A01749,2025-11-10,Team liked the ease of onboarding and quick time to value.
N07878,D04370,A01749,2025-11-20,Customer responded well to collaboration features and ease of use.
N07879,D04371,A00293,2026-01-14,Prospect liked the template library and fast export workflow.
N07880,D04372,A00584,2025-07-21,Prospect liked the product but said Piktochart has stronger template variety.
N07881,D04373,A00795,2026-01-14,Customer raised concerns that Figma is already adopted by the team.
N07882,D04374,A00175,2025-06-07,Prospect liked the template library and fast export workflow.
N07883,D04375,A00123,2025-10-07,Deal slowed after prospect compared collaboration features with Adobe Express.
N07884,D04375,A00123,2025-09-19,Customer raised concerns that Adobe Express is already adopted by the team.
N07885,D04376,A00227,2025-08-29,Team liked the ease of onboarding and quick time to value.
N07886,D04377,A01926,2025-09-19,Deal slowed after prospect compared collaboration features with Canva.
N07887,D04378,A00444,2025-11-02,Customer responded well to collaboration features and ease of use.
N07888,D04379,A01837,2025-12-13,Customer responded well to collaboration features and ease of use.
N07889,D04380,A00428,2025-10-03,Team liked the ease of onboarding and quick time to value.
N07890,D04380,A00428,2025-09-30,Team liked the ease of onboarding and quick time to value.
N07891,D04381,A01107,2025-01-15,Buyer saw strong value in the AI-assisted design tools.
N07892,D04381,A01107,2025-01-27,Team liked the ease of onboarding and quick time to value.
N07893,D04382,A00765,2025-09-13,Deal slowed after prospect compared collaboration features with Adobe Express.
N07894,D04382,A00765,2025-09-16,Deal slowed after prospect compared collaboration features with Adobe Express.
N07895,D04382,A00765,2025-09-08,Customer raised concerns that Adobe Express is already adopted by the team.
N07896,D04383,A01682,2025-10-22,Prospect said onboarding seemed harder than expected for their team.
N07897,D04383,A01682,2025-10-21,Prospect said onboarding seemed harder than expected for their team.
N07898,D04383,A01682,2025-10-16,Prospect said onboarding seemed harder than expected for their team.
N07899,D04384,A00632,2025-01-13,Customer raised concerns that Canva is already adopted by the team.
N07900,D04385,A00065,2025-04-19,Customer raised concerns that Adobe Express is already adopted by the team.
N07901,D04385,A00065,2025-05-16,Deal slowed after prospect compared collaboration features with Adobe Express.
N07902,D04385,A00065,2025-05-13,Customer raised concerns that Adobe Express is already adopted by the team.
N07903,D04386,A01305,2026-02-08,Customer responded well to collaboration features and ease of use.
N07904,D04386,A01305,2026-03-07,Team liked the ease of onboarding and quick time to value.
N07905,D04387,A01819,2025-12-17,Prospect liked the product but said Figma has stronger template variety.
N07906,D04387,A01819,2025-12-20,Prospect liked the product but said Figma has stronger template variety.
N07907,D04387,A01819,2025-12-15,Deal slowed after prospect compared collaboration features with Figma.
N07908,D04388,A01415,2025-04-20,Prospect said onboarding seemed harder than expected for their team.
N07909,D04388,A01415,2025-03-29,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N07910,D04388,A01415,2025-04-12,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N07911,D04389,A00428,2026-03-18,Team liked the ease of onboarding and quick time to value.
N07912,D04390,A00618,2026-03-19,Team liked the ease of onboarding and quick time to value.
N07913,D04390,A00618,2026-03-01,Team liked the ease of onboarding and quick time to value.
N07914,D04390,A00618,2026-03-06,Buyer saw strong value in the AI-assisted design tools.
N07915,D04391,A00925,2025-10-21,Customer responded well to collaboration features and ease of use.
N07916,D04392,A00812,2025-12-31,Customer raised concerns that Adobe Express is already adopted by the team.
N07917,D04393,A00107,2025-07-30,Prospect liked the template library and fast export workflow.
N07918,D04393,A00107,2025-07-30,Buyer saw strong value in the AI-assisted design tools.
N07919,D04394,A01572,2025-05-03,Prospect liked the product but said Adobe Express has stronger template variety.
N07920,D04395,A00659,2025-03-03,Prospect liked the template library and fast export workflow.
N07921,D04396,A01286,2025-11-12,Customer raised concerns that Adobe Express is already adopted by the team.
N07922,D04397,A01945,2025-10-29,Customer responded well to collaboration features and ease of use.
N07923,D04397,A01945,2025-11-12,Prospect liked the template library and fast export workflow.
N07924,D04398,A01183,2025-02-21,Prospect liked the template library and fast export workflow.
N07925,D04399,A00265,2025-04-30,Deal slowed after prospect compared collaboration features with Canva.
N07926,D04399,A00265,2025-05-02,Customer raised concerns that Canva is already adopted by the team.
N07927,D04399,A00265,2025-05-04,Prospect liked the product but said Canva has stronger template variety.
N07928,D04400,A01492,2026-01-09,Team liked the ease of onboarding and quick time to value.
N07929,D04401,A01226,2025-10-07,Deal slowed after prospect compared collaboration features with Canva.
N07930,D04402,A01957,2025-09-05,Prospect liked the template library and fast export workflow.
N07931,D04402,A01957,2025-09-04,Team liked the ease of onboarding and quick time to value.
N07932,D04403,A00155,2025-10-15,Buyer saw strong value in the AI-assisted design tools.
N07933,D04404,A01037,2025-11-09,Team liked the ease of onboarding and quick time to value.
N07934,D04405,A01321,2025-12-16,Customer raised concerns that Canva is already adopted by the team.
N07935,D04405,A01321,2025-12-04,Prospect liked the product but said Canva has stronger template variety.
N07936,D04405,A01321,2025-12-24,Deal slowed after prospect compared collaboration features with Canva.
N07937,D04406,A00896,2025-08-15,Prospect said onboarding seemed harder than expected for their team.
N07938,D04406,A00896,2025-08-14,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N07939,D04407,A01858,2026-02-17,Prospect liked the template library and fast export workflow.
N07940,D04408,A01522,2026-03-18,Deal slowed after prospect compared collaboration features with Canva.
N07941,D04408,A01522,2026-03-19,Customer raised concerns that Canva is already adopted by the team.
N07942,D04409,A01621,2025-06-12,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N07943,D04410,A00993,2025-06-24,Prospect liked the template library and fast export workflow.
N07944,D04411,A01816,2025-11-06,Prospect liked the product but said Adobe Express has stronger template variety.
N07945,D04411,A01816,2025-11-07,Customer raised concerns that Adobe Express is already adopted by the team.
N07946,D04411,A01816,2025-11-03,Deal slowed after prospect compared collaboration features with Adobe Express.
N07947,D04412,A00245,2025-03-20,Buyer saw strong value in the AI-assisted design tools.
N07948,D04412,A00245,2025-02-28,Customer responded well to collaboration features and ease of use.
N07949,D04412,A00245,2025-02-26,Customer responded well to collaboration features and ease of use.
N07950,D04413,A01324,2025-09-20,Customer raised concerns that Canva is already adopted by the team.
N07951,D04414,A01386,2025-05-14,Prospect liked the product but said Canva has stronger template variety.
N07952,D04414,A01386,2025-04-24,Prospect liked the product but said Canva has stronger template variety.
N07953,D04414,A01386,2025-05-09,Prospect liked the product but said Canva has stronger template variety.
N07954,D04415,A01378,2026-03-18,Prospect liked the product but said Adobe Express has stronger template variety.
N07955,D04416,A01852,2025-01-04,Prospect liked the template library and fast export workflow.
N07956,D04416,A01852,2025-01-15,Buyer saw strong value in the AI-assisted design tools.
N07957,D04417,A01545,2026-04-04,Prospect liked the template library and fast export workflow.
N07958,D04418,A00386,2026-01-15,Prospect liked the product but said Figma has stronger template variety.
N07959,D04418,A00386,2025-12-29,Prospect liked the product but said Figma has stronger template variety.
N07960,D04419,A00759,2025-07-17,Deal slowed after prospect compared collaboration features with Canva.
N07961,D04420,A01336,2025-11-15,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N07962,D04421,A00414,2025-02-17,Prospect said onboarding seemed harder than expected for their team.
N07963,D04421,A00414,2025-01-23,Prospect said onboarding seemed harder than expected for their team.
N07964,D04422,A01302,2025-12-08,Prospect liked the product but said Adobe Express has stronger template variety.
N07965,D04422,A01302,2025-12-27,Customer raised concerns that Adobe Express is already adopted by the team.
N07966,D04423,A01774,2025-05-27,Buyer saw strong value in the AI-assisted design tools.
N07967,D04423,A01774,2025-05-31,Prospect liked the template library and fast export workflow.
N07968,D04424,A00715,2025-02-13,Prospect liked the product but said Adobe Express has stronger template variety.
N07969,D04424,A00715,2025-02-09,Prospect liked the product but said Adobe Express has stronger template variety.
N07970,D04424,A00715,2025-02-23,Prospect liked the product but said Adobe Express has stronger template variety.
N07971,D04425,A00759,2025-07-17,Customer raised concerns that Canva is already adopted by the team.
N07972,D04425,A00759,2025-07-06,Prospect liked the product but said Canva has stronger template variety.
N07973,D04426,A00747,2025-04-27,Customer raised concerns that Canva is already adopted by the team.
N07974,D04427,A00593,2025-07-24,Team liked the ease of onboarding and quick time to value.
N07975,D04428,A01380,2025-09-12,Team liked the ease of onboarding and quick time to value.
N07976,D04428,A01380,2025-10-03,Team liked the ease of onboarding and quick time to value.
N07977,D04429,A01549,2025-07-08,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N07978,D04430,A00839,2025-11-03,Deal slowed after prospect compared collaboration features with Canva.
N07979,D04431,A00016,2025-08-28,Deal slowed after prospect compared collaboration features with Canva.
N07980,D04432,A00993,2025-05-12,Team liked the ease of onboarding and quick time to value.
N07981,D04432,A00993,2025-05-20,Customer responded well to collaboration features and ease of use.
N07982,D04433,A01069,2026-01-22,Team liked the ease of onboarding and quick time to value.
N07983,D04433,A01069,2026-01-16,Buyer saw strong value in the AI-assisted design tools.
N07984,D04433,A01069,2025-12-27,Team liked the ease of onboarding and quick time to value.
N07985,D04434,A01345,2025-07-30,Prospect said onboarding seemed harder than expected for their team.
N07986,D04434,A01345,2025-07-27,Prospect said onboarding seemed harder than expected for their team.
N07987,D04435,A00651,2025-03-31,Customer responded well to collaboration features and ease of use.
N07988,D04435,A00651,2025-03-29,Buyer saw strong value in the AI-assisted design tools.
N07989,D04436,A01350,2025-08-23,Team liked the ease of onboarding and quick time to value.
N07990,D04436,A01350,2025-08-19,Team liked the ease of onboarding and quick time to value.
N07991,D04436,A01350,2025-07-31,Prospect liked the template library and fast export workflow.
N07992,D04437,A00148,2025-05-29,Buyer saw strong value in the AI-assisted design tools.
N07993,D04437,A00148,2025-06-04,Team liked the ease of onboarding and quick time to value.
N07994,D04438,A00355,2025-02-15,Team liked the ease of onboarding and quick time to value.
N07995,D04438,A00355,2025-02-15,Prospect liked the template library and fast export workflow.
N07996,D04439,A01260,2025-01-21,Prospect liked the template library and fast export workflow.
N07997,D04440,A00703,2026-01-19,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N07998,D04440,A00703,2026-01-09,Prospect said onboarding seemed harder than expected for their team.
N07999,D04440,A00703,2026-01-17,Prospect said onboarding seemed harder than expected for their team.
N08000,D04441,A00613,2025-12-14,Customer raised concerns that Adobe Express is already adopted by the team.
N08001,D04442,A00105,2025-05-20,Prospect liked the product but said Canva has stronger template variety.
N08002,D04443,A01498,2025-09-19,Team liked the ease of onboarding and quick time to value.
N08003,D04444,A01786,2025-03-31,Team liked the ease of onboarding and quick time to value.
N08004,D04444,A01786,2025-03-28,Prospect liked the template library and fast export workflow.
N08005,D04444,A01786,2025-03-27,Buyer saw strong value in the AI-assisted design tools.
N08006,D04445,A00396,2025-03-27,Prospect liked the template library and fast export workflow.
N08007,D04445,A00396,2025-03-31,Buyer saw strong value in the AI-assisted design tools.
N08008,D04446,A01470,2025-10-02,Deal slowed after prospect compared collaboration features with Figma.
N08009,D04447,A00606,2025-04-16,Deal slowed after prospect compared collaboration features with Canva.
N08010,D04448,A01244,2025-01-16,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N08011,D04448,A01244,2025-01-14,Prospect said onboarding seemed harder than expected for their team.
N08012,D04448,A01244,2025-01-14,Prospect said onboarding seemed harder than expected for their team.
N08013,D04449,A01834,2025-05-27,Customer responded well to collaboration features and ease of use.
N08014,D04449,A01834,2025-06-08,Team liked the ease of onboarding and quick time to value.
N08015,D04449,A01834,2025-06-04,Buyer saw strong value in the AI-assisted design tools.
N08016,D04450,A00851,2025-03-14,Team liked the ease of onboarding and quick time to value.
N08017,D04450,A00851,2025-03-16,Buyer saw strong value in the AI-assisted design tools.
N08018,D04450,A00851,2025-03-13,Prospect liked the template library and fast export workflow.
N08019,D04451,A01989,2026-02-27,Prospect liked the product but said Canva has stronger template variety.
N08020,D04452,A00442,2025-03-20,Prospect liked the product but said Figma has stronger template variety.
N08021,D04452,A00442,2025-03-28,Deal slowed after prospect compared collaboration features with Figma.
N08022,D04452,A00442,2025-04-12,Customer raised concerns that Figma is already adopted by the team.
N08023,D04453,A01669,2025-01-19,Customer responded well to collaboration features and ease of use.
N08024,D04453,A01669,2025-01-24,Prospect liked the template library and fast export workflow.
N08025,D04453,A01669,2025-01-19,Buyer saw strong value in the AI-assisted design tools.
N08026,D04454,A00873,2025-07-27,Customer raised concerns that Canva is already adopted by the team.
N08027,D04454,A00873,2025-07-21,Customer raised concerns that Canva is already adopted by the team.
N08028,D04455,A00667,2025-10-06,Customer raised concerns that Canva is already adopted by the team.
N08029,D04455,A00667,2025-10-18,Deal slowed after prospect compared collaboration features with Canva.
N08030,D04456,A01052,2026-04-09,Buyer saw strong value in the AI-assisted design tools.
N08031,D04456,A01052,2026-03-18,Customer responded well to collaboration features and ease of use.
N08032,D04457,A00794,2026-01-04,Buyer saw strong value in the AI-assisted design tools.
N08033,D04457,A00794,2026-01-23,Team liked the ease of onboarding and quick time to value.
N08034,D04457,A00794,2026-01-09,Prospect liked the template library and fast export workflow.
N08035,D04458,A00475,2026-02-22,Customer responded well to collaboration features and ease of use.
N08036,D04459,A00628,2025-08-02,Prospect liked the product but said Canva has stronger template variety.
N08037,D04460,A01329,2025-02-24,Team liked the ease of onboarding and quick time to value.
N08038,D04461,A01770,2025-06-26,Customer raised concerns that Canva is already adopted by the team.
N08039,D04461,A01770,2025-06-28,Prospect liked the product but said Canva has stronger template variety.
N08040,D04462,A01429,2026-02-13,Team liked the ease of onboarding and quick time to value.
N08041,D04463,A01537,2025-12-08,Prospect liked the product but said Piktochart has stronger template variety.
N08042,D04463,A01537,2025-12-06,Customer raised concerns that Piktochart is already adopted by the team.
N08043,D04464,A00502,2026-03-15,Customer raised concerns that Piktochart is already adopted by the team.
N08044,D04465,A00348,2026-03-04,Deal slowed after prospect compared collaboration features with Figma.
N08045,D04465,A00348,2026-03-13,Deal slowed after prospect compared collaboration features with Figma.
N08046,D04466,A01264,2025-07-17,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N08047,D04466,A01264,2025-07-19,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N08048,D04467,A01018,2025-10-19,Prospect liked the product but said Canva has stronger template variety.
N08049,D04467,A01018,2025-10-10,Deal slowed after prospect compared collaboration features with Canva.
N08050,D04468,A00570,2026-03-19,Customer raised concerns that Adobe Express is already adopted by the team.
