ticket_id,account_id,created_date,ticket_type,priority,resolution_hours,csat_score,ticket_summary,account_revenue
T02078,A01490,2025-08-31,billing,medium,59,4,Billing issue raised after duplicate invoice appeared.,48
T02079,A01491,2025-08-21,bug,low,2,3,Bug reported in image upload flow causing failed imports.,120
T02080,A01491,2025-01-04,performance_issue,low,15,2,Customer experienced lag during export and preview.,120
T02081,A01491,2025-09-07,feature_request,medium,63,4,Customer requested more premium templates for social campaigns.,120
T02082,A01493,2025-01-02,feature_request,medium,62,4,User asked for advanced brand kit controls.,48
T02083,A01493,2026-01-31,feature_request,medium,67,2,Customer requested more premium templates for social campaigns.,48
T02084,A01493,2025-12-24,feature_request,medium,30,2,Team requested deeper collaboration permissions.,48
T02085,A01494,2025-08-21,billing,medium,19,3,Billing issue raised after duplicate invoice appeared.,300
T02086,A01494,2025-07-06,performance_issue,medium,44,1,User reported slow loading times in the editor.,300
T02087,A01494,2026-01-25,feature_request,low,19,3,Team requested deeper collaboration permissions.,300
T02088,A01494,2025-11-19,feature_request,medium,37,2,User asked for advanced brand kit controls.,300
T02089,A01494,2026-01-11,performance_issue,low,22,4,Team reported performance issues on large collaborative projects.,300
T02090,A01494,2025-08-03,performance_issue,low,29,3,Customer experienced lag during export and preview.,300
T02091,A01494,2025-08-15,bug,low,16,3,Bug reported in image upload flow causing failed imports.,300
T02092,A01495,2025-03-16,billing,medium,45,2,Customer asked about an unexpected billing charge.,24
T02093,A01495,2025-04-27,billing,low,23,5,Customer asked about an unexpected billing charge.,24
T02094,A01497,2025-07-22,performance_issue,low,14,3,Team reported performance issues on large collaborative projects.,48
T02095,A01497,2026-01-19,feature_request,medium,41,3,Team requested deeper collaboration permissions.,48
T02096,A01497,2025-12-17,feature_request,medium,50,4,User asked for advanced brand kit controls.,48
T02097,A01497,2025-10-21,bug,high,118,1,User reported export failing on large files.,48
T02098,A01497,2025-01-18,bug,high,42,3,Customer hit a recurring editor crash while saving a design.,48
T02099,A01498,2025-02-03,feature_request,low,3,5,User asked for advanced brand kit controls.,24
T02100,A01498,2025-10-06,bug,low,23,4,Bug reported in image upload flow causing failed imports.,24
T02101,A01498,2025-02-20,feature_request,low,2,4,Customer requested more premium templates for social campaigns.,24
T02102,A01498,2025-04-08,feature_request,low,20,3,User asked for advanced brand kit controls.,24
T02103,A01499,2025-04-25,performance_issue,medium,69,2,Customer experienced lag during export and preview.,24
T02104,A01499,2025-01-04,bug,high,49,1,Customer hit a recurring editor crash while saving a design.,24
T02105,A01501,2026-01-31,feature_request,low,16,5,User asked for advanced brand kit controls.,48
T02106,A01503,2025-04-10,feature_request,low,23,4,User asked for advanced brand kit controls.,90
T02107,A01504,2025-10-23,performance_issue,low,27,2,Team reported performance issues on large collaborative projects.,240
T02108,A01504,2025-07-27,billing,low,10,3,User reported confusion about plan renewal pricing.,240
T02109,A01508,2025-08-18,billing,medium,37,3,Customer asked about an unexpected billing charge.,12
T02110,A01508,2025-03-17,billing,low,21,5,Customer asked about an unexpected billing charge.,12
T02111,A01509,2026-03-01,bug,high,83,1,Bug reported in image upload flow causing failed imports.,36
T02112,A01509,2025-02-01,feature_request,high,58,2,Customer requested more premium templates for social campaigns.,36
T02113,A01509,2025-12-27,bug,medium,31,3,Bug reported in image upload flow causing failed imports.,36
T02114,A01510,2025-10-10,feature_request,high,103,1,Team requested deeper collaboration permissions.,90
T02115,A01510,2025-11-18,billing,medium,36,2,Billing issue raised after duplicate invoice appeared.,90
T02116,A01512,2025-08-18,bug,medium,68,2,Bug reported in image upload flow causing failed imports.,48
T02117,A01513,2025-02-25,performance_issue,medium,75,2,Customer experienced lag during export and preview.,180
T02118,A01513,2025-08-16,billing,medium,56,4,User reported confusion about plan renewal pricing.,180
T02119,A01514,2025-02-18,performance_issue,high,51,1,Customer experienced lag during export and preview.,24
T02120,A01514,2025-05-03,performance_issue,low,46,2,User reported slow loading times in the editor.,24
T02121,A01515,2025-12-18,bug,medium,16,2,Customer hit a recurring editor crash while saving a design.,90
T02122,A01515,2025-02-12,bug,medium,54,4,Customer hit a recurring editor crash while saving a design.,90
T02123,A01515,2025-04-07,billing,low,20,5,Customer asked about an unexpected billing charge.,90
T02124,A01516,2025-02-07,feature_request,high,115,3,User asked for advanced brand kit controls.,24
T02125,A01517,2025-11-26,performance_issue,medium,48,2,Customer experienced lag during export and preview.,0
T02126,A01522,2025-11-05,billing,medium,11,4,Billing issue raised after duplicate invoice appeared.,0
T02127,A01523,2025-06-03,feature_request,low,9,5,Customer requested more premium templates for social campaigns.,150
T02128,A01523,2025-12-27,feature_request,medium,57,3,Team requested deeper collaboration permissions.,150
T02129,A01523,2026-02-28,bug,medium,45,3,User reported export failing on large files.,150
T02130,A01525,2025-10-20,bug,low,24,4,User reported export failing on large files.,24
T02131,A01525,2025-01-11,billing,high,71,2,Billing issue raised after duplicate invoice appeared.,24
T02132,A01526,2025-01-04,performance_issue,medium,86,2,Team reported performance issues on large collaborative projects.,120
T02133,A01526,2025-01-07,performance_issue,medium,50,2,Customer experienced lag during export and preview.,120
T02134,A01526,2025-12-01,performance_issue,medium,57,2,Team reported performance issues on large collaborative projects.,120
T02135,A01529,2025-10-25,performance_issue,low,13,3,Team reported performance issues on large collaborative projects.,450
T02136,A01529,2026-01-25,performance_issue,medium,32,2,User reported slow loading times in the editor.,450
T02137,A01529,2025-03-04,performance_issue,medium,63,3,Team reported performance issues on large collaborative projects.,450
T02138,A01529,2025-01-11,billing,low,14,5,Billing issue raised after duplicate invoice appeared.,450
T02139,A01530,2025-11-07,billing,medium,23,2,Customer asked about an unexpected billing charge.,36
T02140,A01532,2025-10-28,bug,low,14,3,Bug reported in image upload flow causing failed imports.,450
T02141,A01532,2025-05-23,feature_request,high,32,3,Team requested deeper collaboration permissions.,450
T02142,A01532,2025-12-01,performance_issue,high,30,2,Customer experienced lag during export and preview.,450
T02143,A01533,2025-04-11,feature_request,high,30,1,Customer requested more premium templates for social campaigns.,12
T02144,A01534,2025-07-27,feature_request,low,16,5,Team requested deeper collaboration permissions.,0
T02145,A01536,2025-01-13,feature_request,medium,29,4,User asked for advanced brand kit controls.,120
T02146,A01537,2025-12-20,feature_request,low,22,5,Team requested deeper collaboration permissions.,48
T02147,A01537,2026-02-26,bug,low,15,4,Customer hit a recurring editor crash while saving a design.,48
T02148,A01538,2025-02-13,bug,high,87,1,Customer hit a recurring editor crash while saving a design.,24
T02149,A01538,2025-12-24,feature_request,medium,67,2,User asked for advanced brand kit controls.,24
T02150,A01538,2025-02-23,performance_issue,high,95,1,Team reported performance issues on large collaborative projects.,24
T02151,A01540,2025-12-02,performance_issue,low,35,3,Team reported performance issues on large collaborative projects.,60
T02152,A01542,2025-06-06,feature_request,high,100,2,User asked for advanced brand kit controls.,48
T02153,A01542,2025-08-19,feature_request,medium,11,3,Customer requested more premium templates for social campaigns.,48
T02154,A01543,2025-07-05,performance_issue,low,44,3,Customer experienced lag during export and preview.,24
T02155,A01543,2025-03-18,performance_issue,medium,31,3,User reported slow loading times in the editor.,24
T02156,A01545,2025-04-15,feature_request,low,12,3,User asked for advanced brand kit controls.,24
T02157,A01545,2026-01-09,feature_request,low,13,3,Team requested deeper collaboration permissions.,24
T02158,A01546,2025-08-24,feature_request,low,24,5,User asked for advanced brand kit controls.,90
T02159,A01551,2026-02-05,billing,low,24,5,Billing issue raised after duplicate invoice appeared.,48
T02160,A01551,2025-01-23,billing,medium,30,3,Customer asked about an unexpected billing charge.,48
T02161,A01554,2025-02-24,billing,low,16,4,User reported confusion about plan renewal pricing.,120
T02162,A01554,2025-05-17,bug,medium,67,4,Bug reported in image upload flow causing failed imports.,120
T02163,A01554,2025-04-07,performance_issue,medium,80,3,Customer experienced lag during export and preview.,120
T02164,A01554,2025-10-10,feature_request,low,18,3,Customer requested more premium templates for social campaigns.,120
T02165,A01554,2025-09-08,bug,low,24,3,Bug reported in image upload flow causing failed imports.,120
T02166,A01556,2025-09-18,bug,low,16,4,Customer hit a recurring editor crash while saving a design.,48
T02167,A01558,2025-08-19,bug,low,10,4,Bug reported in image upload flow causing failed imports.,60
T02168,A01559,2025-11-11,bug,low,8,4,Bug reported in image upload flow causing failed imports.,60
T02169,A01559,2025-12-02,performance_issue,low,36,4,Team reported performance issues on large collaborative projects.,60
T02170,A01560,2025-05-01,performance_issue,high,84,1,Customer experienced lag during export and preview.,60
T02171,A01560,2025-10-24,bug,medium,57,4,Bug reported in image upload flow causing failed imports.,60
T02172,A01561,2025-06-29,performance_issue,medium,77,1,User reported slow loading times in the editor.,240
T02173,A01561,2025-11-10,bug,high,28,1,User reported export failing on large files.,240
T02174,A01561,2025-05-11,performance_issue,low,18,4,Customer experienced lag during export and preview.,240
T02175,A01561,2025-03-05,feature_request,high,105,3,Customer requested more premium templates for social campaigns.,240
T02176,A01561,2025-02-27,billing,medium,56,3,Billing issue raised after duplicate invoice appeared.,240
T02177,A01562,2025-08-04,feature_request,medium,19,4,Team requested deeper collaboration permissions.,90
T02178,A01565,2025-07-09,performance_issue,low,29,2,User reported slow loading times in the editor.,12
T02179,A01566,2025-11-18,billing,medium,12,2,Customer asked about an unexpected billing charge.,48
T02180,A01567,2025-09-02,bug,low,8,5,Bug reported in image upload flow causing failed imports.,12
T02181,A01570,2025-06-14,feature_request,low,7,3,Team requested deeper collaboration permissions.,0
T02182,A01571,2025-03-09,billing,medium,58,4,Billing issue raised after duplicate invoice appeared.,450
T02183,A01571,2025-04-29,billing,medium,69,3,Customer asked about an unexpected billing charge.,450
T02184,A01571,2025-08-05,performance_issue,low,20,3,Team reported performance issues on large collaborative projects.,450
T02185,A01572,2025-03-11,bug,low,6,3,Bug reported in image upload flow causing failed imports.,0
T02186,A01573,2026-02-02,feature_request,high,110,2,Team requested deeper collaboration permissions.,300
T02187,A01573,2025-09-03,bug,medium,70,3,Bug reported in image upload flow causing failed imports.,300
T02188,A01573,2025-04-06,bug,low,4,3,Bug reported in image upload flow causing failed imports.,300
T02189,A01574,2025-10-30,billing,low,6,4,Billing issue raised after duplicate invoice appeared.,300
T02190,A01574,2025-05-29,feature_request,high,99,1,Team requested deeper collaboration permissions.,300
T02191,A01576,2025-08-20,bug,low,12,3,User reported export failing on large files.,60
T02192,A01576,2025-03-12,bug,medium,29,2,Bug reported in image upload flow causing failed imports.,60
T02193,A01576,2025-08-14,billing,medium,36,2,Billing issue raised after duplicate invoice appeared.,60
T02194,A01577,2025-08-09,bug,high,82,3,Customer hit a recurring editor crash while saving a design.,24
T02195,A01579,2025-10-18,billing,medium,9,2,Billing issue raised after duplicate invoice appeared.,120
T02196,A01579,2026-01-05,bug,low,9,5,Customer hit a recurring editor crash while saving a design.,120
T02197,A01579,2025-01-29,performance_issue,low,36,4,Customer experienced lag during export and preview.,120
T02198,A01581,2026-01-07,performance_issue,medium,68,2,Customer experienced lag during export and preview.,48
T02199,A01581,2025-08-23,billing,low,19,3,User reported confusion about plan renewal pricing.,48
T02200,A01584,2025-03-06,feature_request,medium,34,2,Team requested deeper collaboration permissions.,24
T02201,A01585,2025-06-04,feature_request,high,62,1,Team requested deeper collaboration permissions.,0
T02202,A01590,2025-06-29,feature_request,low,11,3,Customer requested more premium templates for social campaigns.,48
T02203,A01592,2025-02-09,bug,high,88,3,User reported export failing on large files.,0
T02204,A01593,2025-09-11,billing,low,23,4,User reported confusion about plan renewal pricing.,12
T02205,A01594,2025-03-14,billing,low,2,5,User reported confusion about plan renewal pricing.,24
T02206,A01594,2025-11-13,feature_request,high,44,1,User asked for advanced brand kit controls.,24
T02207,A01595,2026-01-11,bug,low,17,3,User reported export failing on large files.,150
T02208,A01595,2025-08-19,performance_issue,medium,71,3,Team reported performance issues on large collaborative projects.,150
T02209,A01596,2025-04-06,billing,medium,53,3,Billing issue raised after duplicate invoice appeared.,36
T02210,A01597,2025-04-13,bug,medium,40,2,Bug reported in image upload flow causing failed imports.,12
T02211,A01599,2025-10-02,feature_request,low,4,4,User asked for advanced brand kit controls.,24
T02212,A01600,2026-02-17,bug,low,15,3,Bug reported in image upload flow causing failed imports.,150
T02213,A01600,2025-07-24,performance_issue,medium,52,2,Team reported performance issues on large collaborative projects.,150
T02214,A01600,2026-02-01,bug,medium,42,2,Bug reported in image upload flow causing failed imports.,150
T02215,A01600,2026-02-15,performance_issue,low,33,3,User reported slow loading times in the editor.,150
T02216,A01601,2025-02-04,billing,medium,15,4,Customer asked about an unexpected billing charge.,60
T02217,A01603,2025-09-07,bug,low,10,3,Bug reported in image upload flow causing failed imports.,36
T02218,A01603,2025-11-15,bug,medium,68,3,User reported export failing on large files.,36
T02219,A01603,2026-03-07,bug,medium,52,3,Bug reported in image upload flow causing failed imports.,36
T02220,A01604,2025-01-01,bug,low,5,3,User reported export failing on large files.,180
T02221,A01604,2025-11-24,performance_issue,medium,38,3,Team reported performance issues on large collaborative projects.,180
T02222,A01604,2025-11-25,performance_issue,medium,84,3,User reported slow loading times in the editor.,180
T02223,A01605,2025-10-28,performance_issue,high,75,1,User reported slow loading times in the editor.,36
T02224,A01606,2025-04-18,performance_issue,high,85,1,Team reported performance issues on large collaborative projects.,240
T02225,A01607,2025-02-09,performance_issue,low,34,4,User reported slow loading times in the editor.,90
T02226,A01607,2026-01-02,feature_request,low,3,4,User asked for advanced brand kit controls.,90
T02227,A01608,2025-08-23,performance_issue,low,15,2,Customer experienced lag during export and preview.,48
T02228,A01609,2025-11-26,feature_request,high,74,1,Customer requested more premium templates for social campaigns.,300
T02229,A01609,2026-03-07,bug,low,14,4,Bug reported in image upload flow causing failed imports.,300
T02230,A01609,2025-04-06,feature_request,low,6,4,User asked for advanced brand kit controls.,300
T02231,A01609,2025-08-02,performance_issue,medium,63,2,User reported slow loading times in the editor.,300
T02232,A01609,2026-03-02,performance_issue,high,31,1,User reported slow loading times in the editor.,300
T02233,A01609,2026-02-11,performance_issue,low,23,4,Customer experienced lag during export and preview.,300
T02234,A01612,2025-12-23,bug,low,20,5,User reported export failing on large files.,36
T02235,A01613,2025-05-08,bug,medium,26,4,Bug reported in image upload flow causing failed imports.,24
T02236,A01617,2025-09-08,bug,high,60,1,User reported export failing on large files.,36
T02237,A01617,2025-12-08,billing,low,15,3,User reported confusion about plan renewal pricing.,36
T02238,A01617,2025-07-17,feature_request,medium,37,3,User asked for advanced brand kit controls.,36
T02239,A01618,2026-03-03,performance_issue,low,16,4,Customer experienced lag during export and preview.,180
T02240,A01618,2026-01-05,performance_issue,low,21,4,Team reported performance issues on large collaborative projects.,180
T02241,A01618,2025-01-26,billing,high,30,2,Customer asked about an unexpected billing charge.,180
T02242,A01619,2025-01-27,performance_issue,low,25,4,Customer experienced lag during export and preview.,90
T02243,A01619,2025-07-20,billing,medium,53,2,Customer asked about an unexpected billing charge.,90
T02244,A01619,2025-05-13,performance_issue,medium,57,1,Team reported performance issues on large collaborative projects.,90
T02245,A01624,2025-04-01,billing,medium,18,4,Customer asked about an unexpected billing charge.,0
T02246,A01625,2025-11-21,performance_issue,low,19,2,User reported slow loading times in the editor.,60
T02247,A01625,2025-07-24,bug,low,16,4,User reported export failing on large files.,60
T02248,A01625,2025-11-07,performance_issue,high,78,2,Customer experienced lag during export and preview.,60
T02249,A01627,2025-12-07,bug,low,14,4,User reported export failing on large files.,48
T02250,A01627,2025-03-04,feature_request,medium,50,3,Customer requested more premium templates for social campaigns.,48
T02251,A01627,2025-08-11,performance_issue,medium,45,3,Customer experienced lag during export and preview.,48
T02252,A01627,2026-02-16,feature_request,low,12,5,Customer requested more premium templates for social campaigns.,48
T02253,A01628,2025-06-24,feature_request,low,5,5,Team requested deeper collaboration permissions.,240
T02254,A01628,2025-08-09,billing,medium,16,3,Billing issue raised after duplicate invoice appeared.,240
T02255,A01628,2025-03-01,billing,medium,48,4,User reported confusion about plan renewal pricing.,240
T02256,A01629,2025-07-11,bug,medium,20,4,Bug reported in image upload flow causing failed imports.,48
T02257,A01630,2025-03-29,feature_request,medium,68,4,Team requested deeper collaboration permissions.,24
T02258,A01630,2025-06-18,feature_request,low,2,5,Customer requested more premium templates for social campaigns.,24
T02259,A01630,2025-04-02,bug,medium,46,4,User reported export failing on large files.,24
T02260,A01630,2025-03-01,bug,high,34,3,Bug reported in image upload flow causing failed imports.,24
T02261,A01633,2025-11-30,bug,low,22,3,Customer hit a recurring editor crash while saving a design.,120
T02262,A01633,2025-10-26,bug,low,6,5,Bug reported in image upload flow causing failed imports.,120
T02263,A01633,2025-02-27,feature_request,medium,42,4,User asked for advanced brand kit controls.,120
T02264,A01634,2025-01-04,bug,low,4,4,User reported export failing on large files.,180
T02265,A01634,2025-07-05,billing,high,51,3,Billing issue raised after duplicate invoice appeared.,180
T02266,A01634,2025-10-25,performance_issue,low,45,3,User reported slow loading times in the editor.,180
T02267,A01634,2025-03-28,performance_issue,high,111,1,Customer experienced lag during export and preview.,180
T02268,A01635,2025-01-03,bug,low,11,3,User reported export failing on large files.,36
T02269,A01635,2025-01-16,feature_request,low,6,5,Customer requested more premium templates for social campaigns.,36
T02270,A01637,2025-01-22,bug,high,81,2,User reported export failing on large files.,24
T02271,A01638,2025-09-17,bug,low,2,5,Bug reported in image upload flow causing failed imports.,0
T02272,A01639,2025-08-12,performance_issue,medium,59,3,Team reported performance issues on large collaborative projects.,36
T02273,A01641,2025-09-24,billing,medium,72,4,User reported confusion about plan renewal pricing.,12
T02274,A01641,2025-06-02,performance_issue,medium,82,2,Team reported performance issues on large collaborative projects.,12
T02275,A01641,2025-10-05,feature_request,medium,17,4,Customer requested more premium templates for social campaigns.,12
T02276,A01642,2026-02-14,billing,high,83,1,Billing issue raised after duplicate invoice appeared.,48
T02277,A01642,2025-08-23,performance_issue,medium,39,1,Team reported performance issues on large collaborative projects.,48
T02278,A01642,2025-02-22,bug,medium,49,4,Customer hit a recurring editor crash while saving a design.,48
T02279,A01645,2025-12-22,bug,low,10,4,Bug reported in image upload flow causing failed imports.,240
T02280,A01645,2025-06-10,feature_request,low,19,3,Customer requested more premium templates for social campaigns.,240
T02281,A01645,2025-02-28,bug,low,5,5,Bug reported in image upload flow causing failed imports.,240
T02282,A01646,2025-04-08,performance_issue,medium,18,1,User reported slow loading times in the editor.,24
T02283,A01646,2025-03-12,feature_request,low,17,4,Customer requested more premium templates for social campaigns.,24
T02284,A01649,2025-07-26,billing,low,4,4,Billing issue raised after duplicate invoice appeared.,48
T02285,A01651,2025-05-29,bug,medium,29,2,User reported export failing on large files.,120
T02286,A01652,2026-01-08,performance_issue,low,22,3,User reported slow loading times in the editor.,12
T02287,A01653,2026-01-12,bug,high,42,3,Customer hit a recurring editor crash while saving a design.,300
T02288,A01653,2025-09-02,performance_issue,high,90,1,User reported slow loading times in the editor.,300
T02289,A01654,2026-02-04,bug,low,21,3,User reported export failing on large files.,12
T02290,A01656,2025-06-10,feature_request,medium,9,2,Customer requested more premium templates for social campaigns.,0
T02291,A01657,2025-05-04,billing,medium,40,2,Billing issue raised after duplicate invoice appeared.,180
T02292,A01658,2026-02-14,bug,high,78,2,User reported export failing on large files.,0
T02293,A01659,2025-07-17,feature_request,low,15,4,Customer requested more premium templates for social campaigns.,24
T02294,A01659,2026-01-10,performance_issue,low,33,2,User reported slow loading times in the editor.,24
T02295,A01660,2025-12-28,feature_request,medium,71,4,User asked for advanced brand kit controls.,240
T02296,A01660,2025-08-29,feature_request,low,23,4,User asked for advanced brand kit controls.,240
T02297,A01661,2025-09-07,performance_issue,low,21,4,User reported slow loading times in the editor.,150
T02298,A01661,2025-08-18,bug,medium,17,2,Bug reported in image upload flow causing failed imports.,150
T02299,A01662,2026-02-11,feature_request,medium,51,2,User asked for advanced brand kit controls.,24
T02300,A01662,2025-01-11,feature_request,low,23,3,Customer requested more premium templates for social campaigns.,24
T02301,A01662,2026-02-10,performance_issue,high,56,2,Customer experienced lag during export and preview.,24
T02302,A01663,2025-12-19,bug,medium,17,2,Bug reported in image upload flow causing failed imports.,120
T02303,A01663,2025-09-10,bug,low,20,5,User reported export failing on large files.,120
T02304,A01666,2026-02-16,bug,low,10,4,User reported export failing on large files.,12
T02305,A01667,2025-04-04,bug,medium,52,3,Customer hit a recurring editor crash while saving a design.,450
T02306,A01669,2025-02-03,bug,low,12,4,Customer hit a recurring editor crash while saving a design.,48
T02307,A01669,2025-09-30,feature_request,high,119,3,Team requested deeper collaboration permissions.,48
T02308,A01669,2025-10-31,bug,high,109,1,User reported export failing on large files.,48
T02309,A01670,2026-01-21,feature_request,medium,70,3,Team requested deeper collaboration permissions.,12
T02310,A01670,2025-10-25,performance_issue,low,34,4,Team reported performance issues on large collaborative projects.,12
T02311,A01670,2025-04-05,feature_request,medium,48,4,Customer requested more premium templates for social campaigns.,12
T02312,A01671,2025-02-22,bug,low,18,5,Bug reported in image upload flow causing failed imports.,36
T02313,A01672,2025-10-23,billing,medium,29,4,Customer asked about an unexpected billing charge.,48
T02314,A01673,2025-04-09,billing,low,13,5,Billing issue raised after duplicate invoice appeared.,24
T02315,A01676,2026-02-02,feature_request,high,104,1,User asked for advanced brand kit controls.,48
T02316,A01679,2025-08-07,billing,low,18,5,Billing issue raised after duplicate invoice appeared.,48
T02317,A01679,2026-01-13,feature_request,medium,10,3,Customer requested more premium templates for social campaigns.,48
T02318,A01680,2025-04-29,performance_issue,medium,67,1,Customer experienced lag during export and preview.,0
T02319,A01681,2025-04-29,billing,low,15,5,Customer asked about an unexpected billing charge.,24
T02320,A01681,2025-05-01,feature_request,medium,55,4,Customer requested more premium templates for social campaigns.,24
T02321,A01682,2025-08-07,billing,medium,18,4,Billing issue raised after duplicate invoice appeared.,0
T02322,A01683,2025-04-06,bug,low,19,5,Bug reported in image upload flow causing failed imports.,24
T02323,A01683,2025-04-08,feature_request,medium,18,4,User asked for advanced brand kit controls.,24
T02324,A01683,2025-12-29,bug,medium,39,3,Customer hit a recurring editor crash while saving a design.,24
T02325,A01684,2025-01-04,bug,medium,15,3,Customer hit a recurring editor crash while saving a design.,300
T02326,A01684,2025-09-03,performance_issue,low,40,2,Customer experienced lag during export and preview.,300
T02327,A01684,2025-10-13,bug,low,1,5,Bug reported in image upload flow causing failed imports.,300
T02328,A01684,2025-05-25,feature_request,medium,46,4,Team requested deeper collaboration permissions.,300
T02329,A01685,2025-11-10,feature_request,low,19,5,User asked for advanced brand kit controls.,450
T02330,A01685,2025-07-13,performance_issue,medium,51,2,Team reported performance issues on large collaborative projects.,450
T02331,A01685,2025-08-01,billing,medium,61,4,Customer asked about an unexpected billing charge.,450
T02332,A01685,2025-01-06,performance_issue,low,24,2,Customer experienced lag during export and preview.,450
T02333,A01685,2025-02-07,feature_request,low,19,4,Team requested deeper collaboration permissions.,450
T02334,A01686,2025-05-24,feature_request,medium,40,4,Team requested deeper collaboration permissions.,36
T02335,A01686,2025-03-25,performance_issue,medium,62,2,Customer experienced lag during export and preview.,36
T02336,A01688,2025-02-21,feature_request,medium,50,3,Customer requested more premium templates for social campaigns.,450
T02337,A01688,2025-01-18,bug,medium,32,4,Bug reported in image upload flow causing failed imports.,450
T02338,A01688,2025-02-04,billing,low,11,5,User reported confusion about plan renewal pricing.,450
T02339,A01690,2025-10-25,bug,medium,45,2,Customer hit a recurring editor crash while saving a design.,240
T02340,A01690,2025-12-19,billing,medium,34,4,User reported confusion about plan renewal pricing.,240
T02341,A01690,2025-01-14,performance_issue,low,11,4,Team reported performance issues on large collaborative projects.,240
T02342,A01690,2025-06-25,performance_issue,low,27,3,User reported slow loading times in the editor.,240
T02343,A01690,2026-02-18,feature_request,low,22,3,User asked for advanced brand kit controls.,240
T02344,A01690,2026-01-11,performance_issue,low,23,3,Team reported performance issues on large collaborative projects.,240
T02345,A01692,2025-05-09,performance_issue,medium,13,2,User reported slow loading times in the editor.,36
T02346,A01692,2025-09-12,feature_request,low,16,3,Customer requested more premium templates for social campaigns.,36
T02347,A01693,2025-05-14,feature_request,low,5,3,Customer requested more premium templates for social campaigns.,300
T02348,A01693,2025-09-07,bug,medium,61,4,Bug reported in image upload flow causing failed imports.,300
T02349,A01694,2025-12-30,billing,medium,67,2,Customer asked about an unexpected billing charge.,24
T02350,A01694,2025-04-21,feature_request,low,22,3,Team requested deeper collaboration permissions.,24
T02351,A01695,2025-03-13,feature_request,high,93,1,Team requested deeper collaboration permissions.,0
T02352,A01696,2025-02-02,billing,medium,18,3,Billing issue raised after duplicate invoice appeared.,24
T02353,A01697,2025-06-07,billing,medium,37,3,Billing issue raised after duplicate invoice appeared.,60
T02354,A01697,2025-03-13,performance_issue,medium,78,3,User reported slow loading times in the editor.,60
T02355,A01698,2025-08-14,bug,high,33,1,Bug reported in image upload flow causing failed imports.,450
T02356,A01698,2025-08-05,billing,high,64,3,Customer asked about an unexpected billing charge.,450
T02357,A01698,2025-02-06,feature_request,medium,71,2,Customer requested more premium templates for social campaigns.,450
T02358,A01699,2025-05-03,performance_issue,medium,57,3,User reported slow loading times in the editor.,24
T02359,A01699,2025-09-15,billing,medium,10,4,User reported confusion about plan renewal pricing.,24
T02360,A01700,2026-02-23,performance_issue,medium,33,1,Customer experienced lag during export and preview.,300
T02361,A01700,2026-02-05,billing,low,24,4,Billing issue raised after duplicate invoice appeared.,300
T02362,A01700,2026-03-02,billing,low,9,5,Customer asked about an unexpected billing charge.,300
T02363,A01700,2026-02-21,bug,medium,11,2,Bug reported in image upload flow causing failed imports.,300
T02364,A01701,2026-02-15,billing,high,36,3,Customer asked about an unexpected billing charge.,0
T02365,A01702,2025-08-02,billing,medium,39,4,User reported confusion about plan renewal pricing.,48
T02366,A01704,2026-01-02,billing,low,18,4,Customer asked about an unexpected billing charge.,0
T02367,A01706,2025-03-08,performance_issue,low,27,2,User reported slow loading times in the editor.,120
T02368,A01706,2025-06-05,bug,low,17,3,User reported export failing on large files.,120
T02369,A01706,2025-10-06,performance_issue,low,27,3,User reported slow loading times in the editor.,120
T02370,A01706,2025-09-23,performance_issue,low,23,2,Customer experienced lag during export and preview.,120
T02371,A01708,2025-08-06,feature_request,high,78,1,Team requested deeper collaboration permissions.,0
T02372,A01710,2025-08-17,billing,medium,68,4,Billing issue raised after duplicate invoice appeared.,150
T02373,A01711,2026-01-24,bug,medium,32,2,User reported export failing on large files.,48
T02374,A01711,2025-10-21,performance_issue,low,33,4,Customer experienced lag during export and preview.,48
T02375,A01712,2025-12-07,bug,medium,9,2,User reported export failing on large files.,450
T02376,A01713,2025-11-26,performance_issue,high,36,1,Customer experienced lag during export and preview.,150
T02377,A01713,2025-04-20,billing,medium,71,3,Billing issue raised after duplicate invoice appeared.,150
T02378,A01714,2025-06-06,bug,medium,34,3,User reported export failing on large files.,450
T02379,A01714,2025-07-30,bug,low,4,3,Customer hit a recurring editor crash while saving a design.,450
T02380,A01714,2026-02-17,billing,low,3,3,Customer asked about an unexpected billing charge.,450
T02381,A01714,2025-02-03,performance_issue,low,14,3,User reported slow loading times in the editor.,450
T02382,A01714,2025-02-26,feature_request,low,21,4,Customer requested more premium templates for social campaigns.,450
T02383,A01714,2025-06-22,feature_request,medium,23,2,User asked for advanced brand kit controls.,450
T02384,A01715,2025-08-22,billing,low,11,5,Billing issue raised after duplicate invoice appeared.,12
T02385,A01715,2025-01-25,billing,medium,46,2,Billing issue raised after duplicate invoice appeared.,12
T02386,A01717,2025-12-17,billing,medium,68,2,Billing issue raised after duplicate invoice appeared.,0
T02387,A01718,2025-11-02,performance_issue,medium,35,3,Customer experienced lag during export and preview.,0
T02388,A01720,2025-08-26,feature_request,low,14,5,Customer requested more premium templates for social campaigns.,0
T02389,A01721,2025-07-13,feature_request,medium,18,3,Customer requested more premium templates for social campaigns.,24
T02390,A01721,2025-10-11,bug,medium,71,4,Customer hit a recurring editor crash while saving a design.,24
T02391,A01722,2025-09-01,feature_request,low,16,4,Team requested deeper collaboration permissions.,300
