note_id,deal_id,account_id,note_date,note_text,category,subcategory,matched_terms,confidence
N06197,D03435,A01223,2025-12-23,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06198,D03436,A00332,2026-02-05,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N06199,D03437,A01189,2025-07-09,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N06200,D03437,A01189,2025-07-20,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N06201,D03438,A01266,2026-01-06,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N06202,D03438,A01266,2025-12-20,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06203,D03439,A00900,2025-02-26,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N06204,D03439,A00900,2025-03-05,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N06205,D03440,A00642,2025-02-14,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06206,D03440,A00642,2025-01-28,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N06207,D03441,A01251,2025-02-19,Prospect said onboarding seemed harder than expected for their team.,Operational,onboarding_confusion,onboarding,0.6
N06208,D03441,A01251,2025-02-16,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
N06209,D03442,A00634,2026-02-20,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N06210,D03443,A01580,2026-01-17,Customer raised concerns that Piktochart is already adopted by the team.,Competitive,competitor_switch,piktochart,0.6
N06211,D03444,A00451,2025-09-21,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N06212,D03445,A00196,2025-03-16,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N06213,D03446,A01894,2025-07-19,Prospect liked the product but said Adobe Express has stronger template variety.,Product,missing_templates,"template, variety",0.7
N06214,D03447,A01228,2025-01-03,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N06215,D03447,A01228,2025-01-30,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N06216,D03447,A01228,2025-01-06,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N06217,D03448,A00458,2025-10-06,Prospect liked the product but said Figma has stronger template variety.,Product,missing_templates,"template, variety",0.7
N06218,D03448,A00458,2025-10-02,Deal slowed after prospect compared collaboration features with Figma.,Product,missing_features,feature,0.6
N06219,D03449,A00830,2025-07-10,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06220,D03450,A00257,2026-01-20,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N06221,D03451,A01553,2025-05-18,Customer raised concerns that Adobe Express is already adopted by the team.,Competitive,competitor_switch,adobe express,0.6
N06222,D03451,A01553,2025-05-08,Prospect liked the product but said Adobe Express has stronger template variety.,Product,missing_templates,"template, variety",0.7
N06223,D03452,A01296,2025-08-15,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06224,D03453,A00009,2025-07-06,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N06225,D03453,A00009,2025-06-10,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06226,D03454,A00761,2025-05-11,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N06227,D03455,A00949,2025-10-17,Prospect liked the product but said Adobe Express has stronger template variety.,Product,missing_templates,"template, variety",0.7
N06228,D03456,A01225,2025-09-13,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N06229,D03456,A01225,2025-08-24,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N06230,D03457,A01083,2025-05-26,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N06231,D03458,A00887,2025-09-23,Prospect said onboarding seemed harder than expected for their team.,Operational,onboarding_confusion,onboarding,0.6
N06232,D03459,A00393,2025-02-08,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06233,D03459,A00393,2025-02-04,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N06234,D03460,A01676,2025-12-26,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N06235,D03460,A01676,2026-01-08,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N06236,D03461,A01143,2025-05-02,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N06237,D03461,A01143,2025-05-11,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06238,D03461,A01143,2025-04-21,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N06239,D03462,A01577,2025-08-19,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N06240,D03463,A00399,2025-06-17,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N06241,D03463,A00399,2025-06-21,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N06242,D03464,A01858,2025-11-01,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06243,D03465,A00331,2025-08-16,Customer raised concerns that Adobe Express is already adopted by the team.,Competitive,competitor_switch,adobe express,0.6
N06244,D03465,A00331,2025-08-21,Deal slowed after prospect compared collaboration features with Adobe Express.,Product,missing_features,feature,0.6
N06245,D03465,A00331,2025-08-17,Deal slowed after prospect compared collaboration features with Adobe Express.,Product,missing_features,feature,0.6
N06246,D03466,A01291,2025-02-23,Deal slowed after prospect compared collaboration features with Adobe Express.,Product,missing_features,feature,0.6
N06247,D03466,A01291,2025-03-01,Customer raised concerns that Adobe Express is already adopted by the team.,Competitive,competitor_switch,adobe express,0.6
N06248,D03466,A01291,2025-02-22,Prospect liked the product but said Adobe Express has stronger template variety.,Product,missing_templates,"template, variety",0.7
N06249,D03467,A01544,2026-03-10,Prospect said onboarding seemed harder than expected for their team.,Operational,onboarding_confusion,onboarding,0.6
N06250,D03467,A01544,2026-03-18,Prospect said onboarding seemed harder than expected for their team.,Operational,onboarding_confusion,onboarding,0.6
N06251,D03468,A01719,2026-03-11,Prospect liked the product but said Adobe Express has stronger template variety.,Product,missing_templates,"template, variety",0.7
N06252,D03469,A00480,2025-12-11,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N06253,D03469,A00480,2026-01-02,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N06254,D03470,A00134,2025-03-03,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N06255,D03470,A00134,2025-02-24,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N06256,D03471,A01717,2026-03-14,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N06257,D03472,A00916,2025-08-17,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N06258,D03472,A00916,2025-08-29,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N06259,D03473,A00935,2025-04-08,Prospect liked the product but said Adobe Express has stronger template variety.,Product,missing_templates,"template, variety",0.7
N06260,D03473,A00935,2025-04-22,Prospect liked the product but said Adobe Express has stronger template variety.,Product,missing_templates,"template, variety",0.7
N06261,D03473,A00935,2025-05-07,Prospect liked the product but said Adobe Express has stronger template variety.,Product,missing_templates,"template, variety",0.7
N06262,D03474,A00355,2025-12-05,Customer raised concerns that Adobe Express is already adopted by the team.,Competitive,competitor_switch,adobe express,0.6
N06263,D03474,A00355,2025-11-23,Customer raised concerns that Adobe Express is already adopted by the team.,Competitive,competitor_switch,adobe express,0.6
N06264,D03474,A00355,2025-11-09,Deal slowed after prospect compared collaboration features with Adobe Express.,Product,missing_features,feature,0.6
N06265,D03475,A00584,2025-05-15,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
N06266,D03475,A00584,2025-04-29,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
N06267,D03476,A01522,2025-02-04,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
N06268,D03477,A00625,2026-02-07,Prospect liked the product but said Adobe Express has stronger template variety.,Product,missing_templates,"template, variety",0.7
N06269,D03477,A00625,2026-02-04,Customer raised concerns that Adobe Express is already adopted by the team.,Competitive,competitor_switch,adobe express,0.6
N06270,D03478,A01131,2025-09-14,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06271,D03479,A00290,2026-01-29,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N06272,D03479,A00290,2026-01-13,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N06273,D03479,A00290,2026-01-12,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N06274,D03480,A00825,2025-10-02,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
N06275,D03480,A00825,2025-09-28,Prospect said onboarding seemed harder than expected for their team.,Operational,onboarding_confusion,onboarding,0.6
N06276,D03481,A00629,2025-03-20,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N06277,D03482,A01019,2026-01-19,Deal slowed after prospect compared collaboration features with Adobe Express.,Product,missing_features,feature,0.6
N06278,D03482,A01019,2026-01-06,Customer raised concerns that Adobe Express is already adopted by the team.,Competitive,competitor_switch,adobe express,0.6
N06279,D03482,A01019,2026-01-12,Customer raised concerns that Adobe Express is already adopted by the team.,Competitive,competitor_switch,adobe express,0.6
N06280,D03483,A00632,2025-12-14,Customer raised concerns that Adobe Express is already adopted by the team.,Competitive,competitor_switch,adobe express,0.6
N06281,D03483,A00632,2025-11-27,Customer raised concerns that Adobe Express is already adopted by the team.,Competitive,competitor_switch,adobe express,0.6
N06282,D03484,A01171,2026-01-15,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N06283,D03485,A00327,2025-08-02,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06284,D03485,A00327,2025-08-05,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N06285,D03485,A00327,2025-08-02,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N06286,D03486,A01439,2025-11-21,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N06287,D03487,A00210,2025-05-13,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N06288,D03487,A00210,2025-04-19,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N06289,D03487,A00210,2025-05-03,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N06290,D03488,A01320,2025-06-04,Prospect liked the product but said Piktochart has stronger template variety.,Product,missing_templates,"template, variety",0.7
N06291,D03489,A01422,2025-06-22,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06292,D03489,A01422,2025-07-01,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N06293,D03490,A01127,2025-11-23,Customer raised concerns that Figma is already adopted by the team.,Competitive,competitor_switch,figma,0.6
N06294,D03491,A00636,2025-06-09,Prospect liked the product but said Figma has stronger template variety.,Product,missing_templates,"template, variety",0.7
N06295,D03491,A00636,2025-06-17,Prospect liked the product but said Figma has stronger template variety.,Product,missing_templates,"template, variety",0.7
N06296,D03492,A01781,2025-01-22,Deal slowed after prospect compared collaboration features with Adobe Express.,Product,missing_features,feature,0.6
N06297,D03492,A01781,2025-01-29,Deal slowed after prospect compared collaboration features with Adobe Express.,Product,missing_features,feature,0.6
N06298,D03493,A01532,2025-06-29,Customer raised concerns that Figma is already adopted by the team.,Competitive,competitor_switch,figma,0.6
N06299,D03493,A01532,2025-06-30,Deal slowed after prospect compared collaboration features with Figma.,Product,missing_features,feature,0.6
N06300,D03494,A01915,2025-11-27,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N06301,D03495,A00868,2025-04-24,Deal slowed after prospect compared collaboration features with Adobe Express.,Product,missing_features,feature,0.6
N06302,D03495,A00868,2025-04-27,Customer raised concerns that Adobe Express is already adopted by the team.,Competitive,competitor_switch,adobe express,0.6
N06303,D03496,A01233,2025-06-24,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N06304,D03496,A01233,2025-06-13,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N06305,D03497,A01957,2025-10-22,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N06306,D03497,A01957,2025-10-22,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N06307,D03498,A00428,2025-10-29,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N06308,D03499,A00393,2025-11-14,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06309,D03499,A00393,2025-11-14,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N06310,D03499,A00393,2025-11-07,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N06311,D03500,A00826,2025-03-28,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06312,D03500,A00826,2025-03-26,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06313,D03501,A00916,2025-01-29,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06314,D03502,A01133,2025-01-24,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N06315,D03503,A01913,2025-07-15,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N06316,D03503,A01913,2025-08-02,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N06317,D03504,A00348,2025-10-30,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N06318,D03504,A00348,2025-11-15,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N06319,D03505,A00050,2025-12-11,Deal slowed after prospect compared collaboration features with Figma.,Product,missing_features,feature,0.6
N06320,D03506,A00916,2025-05-17,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N06321,D03506,A00916,2025-05-17,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N06322,D03506,A00916,2025-06-07,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N06323,D03507,A01129,2025-01-28,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N06324,D03507,A01129,2025-01-17,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N06325,D03508,A01444,2025-01-10,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N06326,D03508,A01444,2025-01-14,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N06327,D03509,A01397,2026-01-06,Customer raised concerns that Figma is already adopted by the team.,Competitive,competitor_switch,figma,0.6
N06328,D03509,A01397,2025-12-25,Deal slowed after prospect compared collaboration features with Figma.,Product,missing_features,feature,0.6
N06329,D03509,A01397,2025-12-18,Customer raised concerns that Figma is already adopted by the team.,Competitive,competitor_switch,figma,0.6
N06330,D03510,A01051,2025-11-24,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
N06331,D03511,A00968,2025-08-07,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N06332,D03512,A00800,2025-04-22,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N06333,D03512,A00800,2025-04-19,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N06334,D03513,A01793,2025-10-11,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N06335,D03514,A01297,2025-09-07,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06336,D03514,A01297,2025-09-09,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N06337,D03515,A01017,2026-02-03,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N06338,D03515,A01017,2026-02-14,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N06339,D03515,A01017,2026-02-12,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N06340,D03516,A00649,2025-02-19,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N06341,D03516,A00649,2025-02-09,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N06342,D03516,A00649,2025-02-14,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N06343,D03517,A01364,2025-03-29,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06344,D03517,A01364,2025-03-19,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N06345,D03518,A00301,2025-12-07,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N06346,D03519,A01504,2026-03-02,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
N06347,D03519,A01504,2026-03-20,Prospect said onboarding seemed harder than expected for their team.,Operational,onboarding_confusion,onboarding,0.6
N06348,D03520,A01858,2025-03-18,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N06349,D03521,A01568,2025-12-02,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06350,D03522,A01581,2026-02-03,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N06351,D03522,A01581,2026-02-18,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N06352,D03522,A01581,2026-02-16,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06353,D03523,A01289,2025-07-03,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N06354,D03523,A01289,2025-06-23,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N06355,D03524,A01566,2025-05-24,Prospect said onboarding seemed harder than expected for their team.,Operational,onboarding_confusion,onboarding,0.6
N06356,D03525,A01620,2025-10-30,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N06357,D03525,A01620,2025-11-03,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N06358,D03526,A00166,2025-08-22,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N06359,D03527,A00316,2025-05-14,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06360,D03527,A00316,2025-05-19,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06361,D03528,A00001,2025-02-21,Prospect liked the product but said Adobe Express has stronger template variety.,Product,missing_templates,"template, variety",0.7
N06362,D03528,A00001,2025-03-12,Deal slowed after prospect compared collaboration features with Adobe Express.,Product,missing_features,feature,0.6
N06363,D03529,A01020,2025-03-03,Prospect liked the product but said Adobe Express has stronger template variety.,Product,missing_templates,"template, variety",0.7
N06364,D03529,A01020,2025-03-18,Deal slowed after prospect compared collaboration features with Adobe Express.,Product,missing_features,feature,0.6
N06365,D03530,A01785,2025-03-13,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N06366,D03530,A01785,2025-03-16,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N06367,D03531,A01285,2026-01-26,Prospect liked the product but said Adobe Express has stronger template variety.,Product,missing_templates,"template, variety",0.7
N06368,D03531,A01285,2026-01-28,Prospect liked the product but said Adobe Express has stronger template variety.,Product,missing_templates,"template, variety",0.7
N06369,D03531,A01285,2026-01-03,Prospect liked the product but said Adobe Express has stronger template variety.,Product,missing_templates,"template, variety",0.7
N06370,D03532,A00063,2025-09-12,Customer raised concerns that Adobe Express is already adopted by the team.,Competitive,competitor_switch,adobe express,0.6
N06371,D03533,A00483,2026-01-10,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N06372,D03534,A01700,2025-07-12,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N06373,D03534,A01700,2025-06-15,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N06374,D03535,A01345,2025-06-18,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N06375,D03536,A01870,2025-03-15,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N06376,D03537,A01225,2025-12-04,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06377,D03538,A00222,2025-10-12,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N06378,D03538,A00222,2025-09-29,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N06379,D03538,A00222,2025-10-12,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N06380,D03539,A00152,2025-05-18,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06381,D03539,A00152,2025-05-14,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N06382,D03540,A00644,2026-02-03,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N06383,D03540,A00644,2026-01-30,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06384,D03540,A00644,2026-02-08,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N06385,D03541,A00626,2025-06-03,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N06386,D03542,A01486,2025-03-15,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06387,D03543,A00217,2025-06-10,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N06388,D03544,A00196,2025-10-10,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06389,D03545,A01817,2025-05-08,Customer raised concerns that Adobe Express is already adopted by the team.,Competitive,competitor_switch,adobe express,0.6
N06390,D03545,A01817,2025-04-30,Deal slowed after prospect compared collaboration features with Adobe Express.,Product,missing_features,feature,0.6
N06391,D03545,A01817,2025-05-03,Prospect liked the product but said Adobe Express has stronger template variety.,Product,missing_templates,"template, variety",0.7
N06392,D03546,A01226,2026-03-11,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N06393,D03547,A00995,2025-02-18,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N06394,D03547,A00995,2025-01-22,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N06395,D03547,A00995,2025-02-17,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N06396,D03548,A01015,2026-03-17,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
N06397,D03549,A00647,2025-10-07,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N06398,D03550,A01258,2025-08-23,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N06399,D03550,A01258,2025-08-20,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N06400,D03551,A01165,2025-08-20,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N06401,D03551,A01165,2025-09-15,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N06402,D03552,A00708,2025-05-15,Customer raised concerns that Adobe Express is already adopted by the team.,Competitive,competitor_switch,adobe express,0.6
N06403,D03553,A01522,2025-10-12,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N06404,D03554,A01579,2025-07-05,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N06405,D03554,A01579,2025-07-17,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N06406,D03555,A01081,2025-09-25,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
N06407,D03555,A01081,2025-09-22,Prospect said onboarding seemed harder than expected for their team.,Operational,onboarding_confusion,onboarding,0.6
N06408,D03555,A01081,2025-09-23,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
N06409,D03556,A01956,2025-11-30,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06410,D03557,A01528,2025-07-30,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
N06411,D03558,A01166,2025-11-20,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N06412,D03559,A00722,2025-11-19,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06413,D03560,A01608,2025-11-03,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N06414,D03561,A01760,2025-10-14,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N06415,D03561,A01760,2025-10-05,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N06416,D03562,A01563,2025-02-27,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06417,D03562,A01563,2025-03-04,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06418,D03562,A01563,2025-03-14,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N06419,D03563,A00640,2025-04-13,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06420,D03563,A00640,2025-04-03,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N06421,D03564,A00106,2026-02-04,Customer raised concerns that Adobe Express is already adopted by the team.,Competitive,competitor_switch,adobe express,0.6
N06422,D03565,A00165,2026-01-07,Deal slowed after prospect compared collaboration features with Adobe Express.,Product,missing_features,feature,0.6
N06423,D03565,A00165,2025-12-30,Customer raised concerns that Adobe Express is already adopted by the team.,Competitive,competitor_switch,adobe express,0.6
N06424,D03566,A00215,2025-04-12,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N06425,D03566,A00215,2025-04-26,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N06426,D03566,A00215,2025-04-01,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N06427,D03567,A01095,2025-11-14,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
